item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_refs	source_item_codes	merged_count	governance_note	updated_at
SAFE-000107	防护眼镜	防护眼镜 护目	类型：护目		劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	副			护目眼镜；护目镜	SAFE-000107 防护眼镜 护目 防护眼镜 眼面防护 劳保防护 类型：护目 副 护目眼镜 护目镜			active	standard	auto_select_allowed	canonical=SAFE-000107；source_item_codes=SAFE-000107；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000107	1	来源单位一致	2026-07-04
SAFE-000068	防护眼镜	防护眼镜 白色平光	颜色：白色；镜片类型：平光		劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	副			白色平光眼镜；平光防护眼镜	SAFE-000068 防护眼镜 白色平光 防护眼镜 眼面防护 劳保防护 颜色：白色 镜片类型：平光 副 白色平光眼镜 平光防护眼镜			active	standard	auto_select_allowed	canonical=SAFE-000068；source_item_codes=SAFE-000068；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000068	1	来源单位一致	2026-07-04
SAFE-000008	防护眼镜	防护眼镜 透明	颜色：透明		劳保防护/眼面防护	劳保防护	眼面防护	眼面防护	副			透明防护眼镜；防护眼镜	SAFE-000008 防护眼镜 透明 防护眼镜 眼面防护 劳保防护 颜色：透明 副 透明防护眼镜			active	standard	auto_select_allowed	canonical=SAFE-000008；source_item_codes=SAFE-000008；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000008	1	来源单位一致	2026-07-04
SAFE-000024	劳保鞋	劳保鞋 高帮	帮高：高帮；尺码：42；防护等级：防砸防刺穿		劳保防护/足部防护	劳保防护	足部防护	足部防护	双			进口高帮劳保鞋；高帮劳保鞋	SAFE-000024 劳保鞋 高帮 劳保鞋 足部防护 劳保防护 帮高：高帮 尺码：42 防护等级：防砸防刺穿 双 进口高帮劳保鞋 高帮劳保鞋			active	standard	auto_select_allowed	canonical=SAFE-000024；source_item_codes=SAFE-000024；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000024	1	来源单位一致；补齐依据：尺码按常见42码补充，防护等级按常见防砸防刺穿补充	2026-07-04
SAFE-000128	雨鞋	雨鞋 41码 带衬里	筒高：高筒；尺码：41；材质：PVC；特征：带衬里		劳保防护/足部防护	劳保防护	足部防护	足部防护	双			41码回力雨鞋带衬里；雨鞋	SAFE-000128 雨鞋 41码 带衬里 雨鞋 足部防护 劳保防护 筒高：高筒 尺码：41 材质：PVC 特征：带衬里 双 回力 41码回力雨鞋带衬里	回力		active	standard	auto_select_allowed	canonical=SAFE-000128；source_item_codes=SAFE-000128；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000128	1	来源单位一致；补齐依据：筒高缺失默认高筒，材质缺失默认PVC	2026-07-04
SAFE-000077	雨鞋	雨鞋 加厚	筒高：高筒；尺码：42；材质：PVC；特征：加厚		劳保防护/足部防护	劳保防护	足部防护	足部防护	双			回力加厚雨鞋；雨鞋	SAFE-000077 雨鞋 加厚 雨鞋 足部防护 劳保防护 筒高：高筒 尺码：42 材质：PVC 特征：加厚 双 回力 回力加厚雨鞋	回力		active	standard	auto_select_allowed	canonical=SAFE-000077；source_item_codes=SAFE-000077；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000077	1	来源单位一致；补齐依据：筒高缺失默认高筒，尺码缺失默认42码，材质缺失默认PVC	2026-07-04
SAFE-000050	雨鞋	雨鞋 厚底	筒高：高筒；尺码：42；材质：PVC；特征：厚底		劳保防护/足部防护	劳保防护	足部防护	足部防护	双			回力厚底雨鞋；雨鞋	SAFE-000050 雨鞋 厚底 雨鞋 足部防护 劳保防护 筒高：高筒 尺码：42 材质：PVC 特征：厚底 双 回力 回力厚底雨鞋	回力		active	standard	auto_select_allowed	canonical=SAFE-000050；source_item_codes=SAFE-000050；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000050	1	来源单位一致；补齐依据：筒高缺失默认高筒，尺码缺失默认42码，材质缺失默认PVC	2026-07-04
SAFE-000049	雨鞋	雨鞋 高筒	筒高：高筒；尺码：42；材质：PVC		劳保防护/足部防护	劳保防护	足部防护	足部防护	双			回力雨鞋高筒；高筒雨鞋；回力雨鞋；雨鞋	SAFE-000049 雨鞋 高筒 雨鞋 足部防护 劳保防护 筒高：高筒 尺码：42 材质：PVC 双 回力 回力雨鞋高筒 高筒雨鞋 回力雨鞋 SAFE-000067 SAFE-000083	回力		active	standard	auto_select_allowed	canonical=SAFE-000049；source_item_codes=SAFE-000049；SAFE-000067；SAFE-000083；merged_count=3；sku_governance=batch_all_sku_governance_20260703	SAFE-000049；SAFE-000067；SAFE-000083	3	来源单位一致；补齐依据：尺码缺失默认42码，材质缺失默认PVC；筒高缺失默认高筒，尺码缺失默认42码，材质缺失默认PVC；合并依据：标准SKU名称和最小规格一致，均为雨鞋 高筒，尺码42，材质PVC	2026-07-04
SAFE-000052	鞋垫	鞋垫 均码	材质：棉；规格/尺码：均码		劳保防护/足部防护	劳保防护	足部防护	足部防护	双			鞋垫	SAFE-000052 鞋垫 均码 鞋垫 足部防护 劳保防护 材质：棉 规格/尺码：均码 双			active	standard	auto_select_allowed	canonical=SAFE-000052；source_item_codes=SAFE-000052；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000052	1	来源单位一致；补齐依据：原始规格仅类型字段，缺失材质和尺码信息，按常见棉质劳保鞋垫和均码规格补齐	2026-07-04
SAFE-000130	下水裤	下水裤 44码 PVC	尺码：44码；材质：PVC		劳保防护/身体防护	劳保防护	身体防护	身体防护	套			下水裤44码；下水裤	SAFE-000130 下水裤 44码 PVC 下水裤 身体防护 劳保防护 尺码：44码 材质：PVC 套 下水裤44码			active	standard	auto_select_allowed	canonical=SAFE-000130；source_item_codes=SAFE-000130；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000130	1	来源单位一致；补齐依据：原始缺失材质，以行业常见的PVC材质作为默认填充，确保采购基本识别。	2026-07-04
SAFE-000081	救生衣	救生衣 成人浮力≥100N	浮力等级：≥100N；尺码：成人		劳保防护/身体防护	劳保防护	身体防护	身体防护	件			救生衣	SAFE-000081 救生衣 成人浮力≥100N 救生衣 身体防护 劳保防护 浮力等级：≥100N 尺码：成人 件			active	standard	auto_select_allowed	canonical=SAFE-000081；source_item_codes=SAFE-000081；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000081	1	来源单位一致；补齐依据：原始缺失规格，根据常见采购需求推断为成人救生衣，浮力等级≥100N，执行标准GB 4303-2008。	2026-07-04
SAFE-000089	防护服	防护服 连体加厚	款式：连体；特征：加厚		劳保防护/身体防护	劳保防护	身体防护	身体防护	套			加厚连体裤；连体工作服；防护服	SAFE-000089 防护服 连体加厚 防护服 身体防护 劳保防护 款式：连体 特征：加厚 套 加厚连体裤 连体工作服 SAFE-000093			active	standard	auto_select_allowed	canonical=SAFE-000089；source_item_codes=SAFE-000089；SAFE-000093；merged_count=2；sku_governance=batch_all_sku_governance_20260703	SAFE-000089；SAFE-000093	2	来源单位一致；补齐依据：原始规格缺失材质、尺码、防护等级，根据治理备注保留款式和特征作为初始SKU区分依据，待后续补充完整规格。；合并依据：standard_sku_name和minimal_required_specs一致，疑似重复。	2026-07-04
SAFE-000027	雨衣	雨衣 一次性	类型：一次性		劳保防护/雨具	劳保防护	雨具	雨具	套			一次性雨衣；雨衣	SAFE-000027 雨衣 一次性 雨衣 雨具 劳保防护 类型：一次性 套 一次性雨衣 SAFE-000109			active	standard	auto_select_allowed	canonical=SAFE-000027；source_item_codes=SAFE-000027；SAFE-000109；merged_count=2；sku_governance=batch_all_sku_governance_20260703	SAFE-000027；SAFE-000109	2	来源单位一致；补齐依据：缺失材质、厚度，按常见一次性雨衣推断材质为PE，厚度未定，未补；缺失厚度，按常见一次性雨衣厚度通常较薄，未补；合并依据：与SAFE-000109规格相同（类型一次性，无加厚，单位套），建议合并为同一SKU并统一单位；与SAFE-000027规格相同，建议合并	2026-07-04
SAFE-000057	雨衣	雨衣 一次性加厚	类型：一次性；特征：加厚		劳保防护/雨具	劳保防护	雨具	雨具	套			一次性加厚雨衣；一次性雨衣；加厚一次性雨衣	SAFE-000057 雨衣 一次性加厚 雨衣 雨具 劳保防护 类型：一次性 特征：加厚 套 一次性加厚雨衣 一次性雨衣 加厚一次性雨衣 SAFE-000073 SAFE-000112			active	standard	auto_select_allowed	canonical=SAFE-000057；source_item_codes=SAFE-000057；SAFE-000073；SAFE-000112；merged_count=3；sku_governance=batch_all_sku_governance_20260703	SAFE-000057；SAFE-000073；SAFE-000112	3	来源单位不一致，统一为套；补齐依据：缺失材质、厚度，未补；缺失厚度，未补；合并依据：与SAFE-000073、SAFE-000112规格相同（一次性加厚），但单位不同（件 vs 套），建议统一单位；与SAFE-000057、SAFE-000112规格相同（一次性加厚），但单位不同，建议统一单位；与SAFE-000057、SAFE-000073规格相同，建议统一单位	2026-07-04
SAFE-000047	雨衣	雨衣 加厚	特征：加厚		劳保防护/雨具	劳保防护	雨具	雨具	套			加厚雨衣；雨衣	SAFE-000047 雨衣 加厚 雨衣 雨具 劳保防护 特征：加厚 套 加厚雨衣			active	standard	auto_select_allowed	canonical=SAFE-000047；source_item_codes=SAFE-000047；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000047	1	来源单位一致；补齐依据：缺失材质，常见加厚雨衣材质为PVC或尼龙，未补	2026-07-04
SAFE-000058	雨衣	雨衣 加厚套装	套装：是；特征：加厚		劳保防护/雨具	劳保防护	雨具	雨具	套			加厚雨衣套装；雨衣套装	SAFE-000058 雨衣 加厚套装 雨衣 雨具 劳保防护 套装：是 特征：加厚 套 加厚雨衣套装 雨衣套装			active	standard	auto_select_allowed	canonical=SAFE-000058；source_item_codes=SAFE-000058；merged_count=1；sku_governance=batch_all_sku_governance_20260703	SAFE-000058	1	来源单位一致；补齐依据：缺失材质，未补	2026-07-04
MAT-000044	吨袋	吨袋 1.5吨	载重：1.5吨		包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	个			1.5吨袋；吨袋；1.5T吨袋；集装袋	MAT-000044 吨袋 1.5吨 吨袋 包装袋/吨袋 包装覆盖周转 载重：1.5吨 个 1.5吨袋 1.5T吨袋 集装袋 MAT-000077			active	standard	auto_select_allowed	canonical=MAT-000044；source_item_codes=MAT-000044；MAT-000077；merged_count=2；sku_governance=batch_all_sku_governance_20260703	MAT-000044；MAT-000077	2	来源单位一致；补齐依据：尺寸缺失，保留载重作为唯一规格；T与吨等价视为1.5吨；合并依据：载重相同（1.5吨），尺寸均缺失，疑似规格一致；载重相同（1.5吨），尺寸均缺失，疑似与MAT-000044重复	2026-07-04
MAT-000098	吨袋	吨袋 4*4米 4T 双层	尺寸：4*4米；载重：4T；结构：双层		包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	个			定做4*4米*4吨双层吨袋；定制集装袋	MAT-000098 吨袋 4*4米 4T 双层 吨袋 包装袋/吨袋 包装覆盖周转 尺寸：4*4米 载重：4T 结构：双层 个 定做4*4米*4吨双层吨袋 定制集装袋			active	standard	auto_select_allowed	canonical=MAT-000098；source_item_codes=MAT-000098；merged_count=1；sku_governance=batch_all_sku_governance_20260703	MAT-000098	1	来源单位一致	2026-07-04
MAT-000024	吨袋	吨袋 大号	规格：大号		包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	个			大吨袋；吨袋	MAT-000024 吨袋 大号 吨袋 包装袋/吨袋 包装覆盖周转 规格：大号 个 大吨袋			active	standard	auto_select_allowed	canonical=MAT-000024；source_item_codes=MAT-000024；merged_count=1；sku_governance=batch_all_sku_governance_20260703	MAT-000024	1	来源单位一致；补齐依据：原始只提供“大号”，无具体载重尺寸，作为通用大号吨袋处理	2026-07-04
MAT-000227	编织袋	编织袋 0.8m*1.2m	尺寸：0.8m*1.2m		包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	条			编织袋0.8m*1.2m；编织袋	MAT-000227 编织袋 0.8m*1.2m 编织袋 包装袋/吨袋 包装覆盖周转 尺寸：0.8m*1.2m 条 编织袋0.8m*1.2m			active	standard	auto_select_allowed	canonical=MAT-000227；source_item_codes=MAT-000227；merged_count=1；sku_governance=batch_all_sku_governance_20260703	MAT-000227	1	来源单位一致	2026-07-04
MAT-000038	编织袋	编织袋 50*80cm	尺寸：50cm*80cm		包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	条			编织袋；蛇皮袋	MAT-000038 编织袋 50*80cm 编织袋 包装袋/吨袋 包装覆盖周转 尺寸：50cm*80cm 条 蛇皮袋 MAT-000110 MAT-000169			active	standard	auto_select_allowed	canonical=MAT-000038；source_item_codes=MAT-000038；MAT-000110；MAT-000169；merged_count=3；sku_governance=batch_all_sku_governance_20260703	MAT-000038；MAT-000110；MAT-000169	3	来源单位一致；补齐依据：尺寸缺失，按常见通用编织袋尺寸50cm*80cm推定；尺寸缺失，按常见编织袋尺寸50cm*80cm推定；合并依据：尺寸均推定50cm*80cm，疑似可合并	2026-07-04
MAT-000050	编织袋	编织袋 大号	尺寸：大号		包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	条			大编织袋；大号编织袋；编织袋	MAT-000050 编织袋 大号 编织袋 包装袋/吨袋 包装覆盖周转 尺寸：大号 条 大编织袋 大号编织袋 MAT-000222			active	standard	auto_select_allowed	canonical=MAT-000050；source_item_codes=MAT-000050；MAT-000222；merged_count=2；sku_governance=batch_all_sku_governance_20260703	MAT-000050；MAT-000222	2	来源单位一致；合并依据：规格均为大号，疑似可合并	2026-07-04
MAT-000053	编织袋	编织袋 小号	尺寸：小号		包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	条			小编织袋；编织袋	MAT-000053 编织袋 小号 编织袋 包装袋/吨袋 包装覆盖周转 尺寸：小号 条 小编织袋			active	standard	auto_select_allowed	canonical=MAT-000053；source_item_codes=MAT-000053；merged_count=1；sku_governance=batch_all_sku_governance_20260703	MAT-000053	1	来源单位一致	2026-07-04
MAT-000025	自封袋	自封袋 10#	规格：10#		包装覆盖周转/包装袋/吨袋	包装覆盖周转	包装袋/吨袋	包装袋/吨袋	个			10#自封袋	MAT-000025 自封袋 10# 自封袋 包装袋/吨袋 包装覆盖周转 规格：10# 个 10#自封袋			active	standard	auto_select_allowed	canonical=MAT-000025；source_item_codes=MAT-000025；merged_count=1；sku_governance=batch_all_sku_governance_20260703	MAT-000025	1	来源单位一致	2026-07-04
