item_code	item_name	sku_name	required_specs	optional_specs	item_group	top_group	sub_group	material_family	stock_uom	purchase_uom	conversion_factor	estimated_rate	currency	price_basis	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_item_codes	merged_count	governance_note	updated_at	classification_key	standard_name	required_attribute_keys	missing_required_specs	classification_status	source_item_name	source_sku_name	source_required_specs	source_item_group	source_material_family	rule_version
ADMIN-000053	牙膏	牙膏 通用	规格: 通用		清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	支	支	1	7.50	CNY	按支估价;按物料族“生活后勤”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=0.7500;金额按四舍五入保留两位小数。		ADMIN-000053 牙膏 通用			active	standard	auto_select_allowed	ADMIN-000053	1		2026-07-08	清洁办公后勤|生活后勤|牙膏	牙膏	specification		ready	牙膏	牙膏	规格:通用	清洁办公后勤/生活后勤	生活后勤	material-entry-rules-v1.1
ADMIN-000054	拖鞋	拖鞋 EVA 均码	材质: EVA; 尺码: 均码		清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	双	双	1	11.25	CNY	按双估价;按物料族“生活后勤”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=0.7500;金额按四舍五入保留两位小数。	拖鞋 均码	ADMIN-000054 拖鞋 拖鞋 均码 EVA 均码			active	standard	auto_select_allowed	ADMIN-000054	1		2026-07-08	清洁办公后勤|生活后勤|拖鞋	拖鞋	material,尺码		ready	拖鞋	拖鞋 均码	材质:EVA;尺码:均码	清洁办公后勤/生活后勤	生活后勤	material-entry-rules-v1.1
ADMIN-000056	垃圾桶	垃圾桶 30L 塑料	规格: 30L; 材质: 塑料; 容量: 30L		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	个	个	1	14.25	CNY	按个计价;按物料族“清洁工具”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=0.4750;金额按四舍五入保留两位小数。	垃圾桶 30L	ADMIN-000056 垃圾桶 垃圾桶 30L 30L 塑料			active	needs_review	clarify_specs_before_use	ADMIN-000056	1	missing_required_specs:配置	2026-07-08	清洁办公后勤|清洁工具|垃圾桶	垃圾桶	specification,material,capacity,配置	配置	needs_input	垃圾桶	垃圾桶 30L	容量:30L;材质:塑料	清洁办公后勤/清洁工具	清洁工具	material-entry-rules-v1.1
ADMIN-000057	记号笔	记号笔 红色 油性	颜色: 红色; 类型: 油性		清洁办公后勤/办公文具	清洁办公后勤	办公文具	办公文具	支	支	1	2.00	CNY	按支计价;按物料族“办公文具”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.0000;金额按四舍五入保留两位小数。	红色油性记号笔; 油性记号笔; 记号笔 红色	ADMIN-000057 记号笔 记号笔 红色 红色油性记号笔 油性记号笔 红色 油性			active	needs_review	clarify_specs_before_use	ADMIN-000057	1	missing_required_specs:brand,墨水类型	2026-07-08	清洁办公后勤|办公文具|记号笔	记号笔	color,brand,墨水类型,类型	brand,墨水类型	needs_input	记号笔	记号笔 红色	颜色:红色;类型:油性	清洁办公后勤/办公文具	办公文具	material-entry-rules-v1.1
ADMIN-000058	垃圾袋	垃圾袋 140cm 120*140cm 黑色	规格: 140cm; 尺寸: 120*140cm; 颜色: 黑色		清洁办公后勤/清洁用品	清洁办公后勤	清洁用品	清洁用品	个	个	1	0.98	CNY	按个计价;按物料族“清洁用品”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=0.9750;金额按四舍五入保留两位小数。	黑色垃圾袋1.2米*1.4米; 垃圾袋 黑色 120*140cm	ADMIN-000058 垃圾袋 垃圾袋 黑色 120*140cm 黑色垃圾袋1.2米*1.4米 140cm 120*140cm 黑色			active	needs_review	clarify_specs_before_use	ADMIN-000058	1	missing_required_specs:thickness	2026-07-08	清洁办公后勤|清洁用品|垃圾袋	垃圾袋	specification,size,thickness,color	thickness	needs_input	垃圾袋	垃圾袋 黑色 120*140cm	尺寸:120*140cm;颜色:黑色	清洁办公后勤/清洁用品	清洁用品	material-entry-rules-v1.1
ADMIN-000060	洗洁精	洗洁精 2KG	容量: 2KG		清洁办公后勤/清洁用品	清洁办公后勤	清洁用品	清洁用品	桶	桶	1	19.50	CNY	按2KG桶装估价;按物料族“清洁用品”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=0.9750;金额按四舍五入保留两位小数。	洗洁精2KG; 洗洁精 2KG	ADMIN-000060 洗洁精 洗洁精 2KG 洗洁精2KG 2KG			active	needs_review	clarify_specs_before_use	ADMIN-000060	1	missing_required_specs:specification	2026-07-08	清洁办公后勤|清洁用品|洗洁精	洗洁精	specification,capacity	specification	needs_input	洗洁精	洗洁精 2KG	容量:2KG	清洁办公后勤/清洁用品	清洁用品	material-entry-rules-v1.1
ADMIN-000061	铅笔	铅笔 2B	规格: 2B		清洁办公后勤/办公文具	清洁办公后勤	办公文具	办公文具	支	支	1	0.50	CNY	按支计价;按物料族“办公文具”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.0000;金额按四舍五入保留两位小数。	2B铅笔; 铅笔 2B	ADMIN-000061 铅笔 铅笔 2B 2B铅笔 2B			active	standard	auto_select_allowed	ADMIN-000061	1		2026-07-08	清洁办公后勤|办公文具|铅笔	铅笔	specification		ready	铅笔	铅笔 2B	规格:2B	清洁办公后勤/办公文具	办公文具	material-entry-rules-v1.1
ADMIN-000062	吸油棉	吸油棉 5mm 复合 400*500*5mm	规格: 5mm; 材质: 复合; 规格/尺寸: 400*500*5mm		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	张	张	1	2.85	CNY	按张计价;按物料族“清洁工具”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=0.4750;金额按四舍五入保留两位小数。	复合吸油棉400*500*5; 复合吸油棉; 复合吸油棉 400*500*5mm	ADMIN-000062 吸油棉 复合吸油棉 400*500*5mm 复合吸油棉400*500*5 复合吸油棉 5mm 复合 400*500*5mm			active	standard	auto_select_allowed	ADMIN-000062	1		2026-07-08	清洁办公后勤|清洁工具|吸油棉	吸油棉	specification,material,规格/尺寸		ready	吸油棉	复合吸油棉 400*500*5mm	规格/尺寸:400*500*5mm;材质:复合	清洁办公后勤/清洁工具	清洁工具	material-entry-rules-v1.1
ADMIN-000064	圆桌	圆桌 1.5米 木质 折叠	直径: 1.5米; 材质: 木质; 结构: 折叠		清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	张	张	1	187.50	CNY	按张估价;按物料族“生活后勤”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=0.7500;金额按四舍五入保留两位小数。	1.5米折叠圆桌; 折叠圆桌; 圆桌 1.5米折叠	ADMIN-000064 圆桌 圆桌 1.5米折叠 1.5米折叠圆桌 折叠圆桌 1.5米 木质 折叠			active	standard	auto_select_allowed	ADMIN-000064	1		2026-07-08	清洁办公后勤|生活后勤|圆桌	圆桌	diameter,material,结构		ready	圆桌	圆桌 1.5米折叠	直径:1.5米;结构:折叠;材质:木质	清洁办公后勤/生活后勤	生活后勤	material-entry-rules-v1.1
ADMIN-000065	办公桌	办公桌 1.4米*0.6米 实木	尺寸: 1.4米*0.6米; 材质: 实木		清洁办公后勤/生活后勤	清洁办公后勤	生活后勤	生活后勤	张	张	1	300.00	CNY	按张估价;按物料族“生活后勤”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=0.7500;金额按四舍五入保留两位小数。	实木办公桌1.4米*0.6米; 办公桌 1.4米*0.6米 实木	ADMIN-000065 办公桌 办公桌 1.4米*0.6米 实木 实木办公桌1.4米*0.6米 1.4米*0.6米 实木			active	standard	auto_select_allowed	ADMIN-000065	1		2026-07-08	清洁办公后勤|生活后勤|办公桌	办公桌	size,material		ready	办公桌	办公桌 1.4米*0.6米 实木	尺寸:1.4米*0.6米;材质:实木	清洁办公后勤/生活后勤	生活后勤	material-entry-rules-v1.1
ADMIN-000066	吸尘器	吸尘器 100W 小米 手持	额定功率: 100W; 品牌: 小米; 类型: 手持		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	台	台	1	142.50	CNY	按台计价;按物料族“清洁工具”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=0.4750;金额按四舍五入保留两位小数。	小米大功率手持吸尘器; 手持吸尘器	ADMIN-000066 吸尘器 手持吸尘器 小米大功率手持吸尘器 100W 小米 手持	小米		active	standard	auto_select_allowed	ADMIN-000066	1		2026-07-08	清洁办公后勤|清洁工具|吸尘器	吸尘器	rated_power,brand,类型		ready	吸尘器	手持吸尘器	类型:手持;额定功率:100W	清洁办公后勤/清洁工具	清洁工具	material-entry-rules-v1.1
ADMIN-000067	垃圾桶	垃圾桶 240L 塑料 带盖、带轮	规格: 240L; 材质: 塑料; 容量: 240L; 配置: 带盖、带轮		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	个	个	1	71.25	CNY	按个计价;按物料族“清洁工具”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=0.4750;金额按四舍五入保留两位小数。	240L垃圾桶带盖轮; 垃圾桶 240L 带盖带轮	ADMIN-000067 垃圾桶 垃圾桶 240L 带盖带轮 240L垃圾桶带盖轮 240L 塑料 带盖、带轮			active	standard	auto_select_allowed	ADMIN-000067	1		2026-07-08	清洁办公后勤|清洁工具|垃圾桶	垃圾桶	specification,material,capacity,配置		ready	垃圾桶	垃圾桶 240L 带盖带轮	容量:240L;配置:带盖、带轮;材质:塑料	清洁办公后勤/清洁工具	清洁工具	material-entry-rules-v1.1
ADMIN-000070	记录本	记录本 A4 50页	规格: A4; 页数: 50页		清洁办公后勤/办公文具	清洁办公后勤	办公文具	办公文具	本	本	1	10.00	CNY	按本计价;按物料族“办公文具”抽样复核中位数调整;样本数=1;可靠性=low;调整系数=1.0000;金额按四舍五入保留两位小数。	设备维修保养记录本; 记录本 A4	ADMIN-000070 记录本 记录本 A4 设备维修保养记录本 A4 50页			active	standard	auto_select_allowed	ADMIN-000070	1		2026-07-08	清洁办公后勤|办公文具|记录本	记录本	specification,页数		ready	记录本	记录本 A4	规格:A4;页数:50页	清洁办公后勤/办公文具	办公文具	material-entry-rules-v1.1
ADMIN-000072	扫把	扫把 塑料	材质: 塑料		清洁办公后勤/清洁工具	清洁办公后勤	清洁工具	清洁工具	把	把	1	4.75	CNY	按把计价;按物料族“清洁工具”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=0.4750;金额按四舍五入保留两位小数。	塑料扫把; 扫把 塑料	ADMIN-000072 扫把 扫把 塑料 塑料扫把 塑料			active	needs_review	clarify_specs_before_use	ADMIN-000072	1	missing_required_specs:specification	2026-07-08	清洁办公后勤|清洁工具|扫把	扫把	specification,material	specification	needs_input	扫把	扫把 塑料	材质:塑料	清洁办公后勤/清洁工具	清洁工具	material-entry-rules-v1.1
CHEM-000001	聚氨酯堵漏剂	聚氨酯堵漏剂 20kg/桶	规格: 20kg/桶		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	桶	桶	1	300.00	CNY	按桶计价,每桶20kg,200元;按物料族“胶粘密封”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.5000;金额按四舍五入保留两位小数。	聚氨酯堵漏剂20KG; 聚氨酯堵漏剂 20kg/桶	CHEM-000001 聚氨酯堵漏剂 聚氨酯堵漏剂 20kg/桶 聚氨酯堵漏剂20KG 20kg/桶			active	needs_review	clarify_specs_before_use	CHEM-000001	1	missing_required_specs:类型,组分；高风险分类:化工胶粘涂料	2026-07-08	化工胶粘涂料|胶粘密封|聚氨酯堵漏剂	聚氨酯堵漏剂	specification,类型,组分	类型,组分	needs_input	聚氨酯堵漏剂	聚氨酯堵漏剂 20kg/桶	规格/口径:20kg/桶	化工胶粘涂料/胶粘密封	胶粘密封	material-entry-rules-v1.1
CHEM-000002	涂料	涂料 立邦 环保 5合1	品牌: 立邦; 特征: 环保; 系列: 5合1		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	466.66	CNY	按每桶200元估价;按物料族“油漆涂料”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=2.3333;金额按四舍五入保留两位小数。	立邦环保涂料5合1; 立邦 环保涂料 5合1	CHEM-000002 涂料 立邦 环保涂料 5合1 立邦环保涂料5合1 立邦 环保 5合1	立邦		active	needs_review	confirm_before_use	CHEM-000002	1	高风险分类:化工胶粘涂料	2026-07-08	化工胶粘涂料|油漆涂料|涂料	涂料	brand,特征,系列		needs_review	涂料	立邦 环保涂料 5合1	系列:5合1;特征:环保	化工胶粘涂料/油漆涂料	油漆涂料	material-entry-rules-v1.1
CHEM-000003	瞬干胶	瞬干胶 20g 502	容量: 20g; 型号: 502		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	支	1	4.50	CNY	按支计价,每支20g,3元;按物料族“胶粘密封”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.5000;金额按四舍五入保留两位小数。	502胶水; 502瞬干胶; 瞬干胶 502 20g	CHEM-000003 瞬干胶 瞬干胶 502 20g 502胶水 502瞬干胶 20g 502		502	active	needs_review	confirm_before_use	CHEM-000003	1	高风险分类:化工胶粘涂料	2026-07-08	化工胶粘涂料|胶粘密封|瞬干胶	瞬干胶	capacity,model		needs_review	瞬干胶	瞬干胶 502 20g	型号:502;容量:20g	化工胶粘涂料/胶粘密封	胶粘密封	material-entry-rules-v1.1
CHEM-000004	除胶剂	除胶剂 500ML/瓶 得力	容量: 500ML/瓶; 品牌: 得力		化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	瓶	1	26.20	CNY	按1瓶500ML估价;按物料族“清洗脱漆剂”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=1.3100;金额按四舍五入保留两位小数。	得力500ML除胶剂; 除胶剂 500ML/瓶 得力	CHEM-000004 除胶剂 除胶剂 500ML/瓶 得力 得力500ML除胶剂 500ML/瓶 得力	得力		active	needs_review	confirm_before_use	CHEM-000004	1	高风险分类:化工胶粘涂料	2026-07-08	化工胶粘涂料|清洗脱漆剂|除胶剂	除胶剂	capacity,brand		needs_review	除胶剂	除胶剂 500ML/瓶 得力	容量:500ML/瓶	化工胶粘涂料/清洗脱漆剂	清洗脱漆剂	material-entry-rules-v1.1
CHEM-000005	泡沫填缝剂	泡沫填缝剂 750ml 雨虹	规格: 750ml; 容量: 750ml; 品牌: 雨虹		化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	支	1	30.00	CNY	按支计价,每支750ml,20元;按物料族“胶粘密封”抽样复核中位数调整;样本数=3;可靠性=medium;调整系数=1.5000;金额按四舍五入保留两位小数。	雨虹高倍发泡胶; 发泡胶; 发泡剂; 聚氨酯泡沫填缝剂; 泡沫填缝剂 750ml 雨虹	CHEM-000005 泡沫填缝剂 泡沫填缝剂 750ml 雨虹 雨虹高倍发泡胶 发泡胶 发泡剂 聚氨酯泡沫填缝剂 750ml 雨虹	雨虹		active	needs_review	confirm_before_use	CHEM-000005	1	高风险分类:化工胶粘涂料	2026-07-08	化工胶粘涂料|胶粘密封|泡沫填缝剂	泡沫填缝剂	specification,capacity,brand		needs_review	泡沫填缝剂	泡沫填缝剂 750ml 雨虹	容量:750ml;品牌:雨虹	化工胶粘涂料/胶粘密封	胶粘密封	material-entry-rules-v1.1
CHEM-000006	防锈润滑剂	防锈润滑剂 500ml 500ml/瓶 WD-40 防锈润滑	规格: 500ml; 容量: 500ml/瓶; 品牌: WD-40; 型号: WD-40; 功能: 防锈润滑		化工胶粘涂料/润滑防锈	化工胶粘涂料	润滑防锈	防锈除锈	瓶	瓶	1	124.50	CNY	按1瓶500ml估价;按物料族“防锈除锈”抽样复核中位数调整;样本数=2;可靠性=low;调整系数=3.1125;金额按四舍五入保留两位小数。	WD-40500防锈润滑剂; 防锈润滑剂 WD-40 500ml/瓶	CHEM-000006 防锈润滑剂 防锈润滑剂 WD-40 500ml/瓶 WD-40500防锈润滑剂 500ml 500ml/瓶 WD-40 防锈润滑	WD-40		active	needs_review	confirm_before_use	CHEM-000006	1	高风险分类:化工胶粘涂料	2026-07-08	化工胶粘涂料|防锈除锈|防锈润滑剂	防锈润滑剂	specification,capacity,brand,model,功能		needs_review	防锈润滑剂	防锈润滑剂 WD-40 500ml/瓶	型号:WD-40;容量:500ml/瓶;功能:防锈润滑	化工胶粘涂料/润滑防锈	防锈除锈	material-entry-rules-v1.1
CHEM-000007	调和漆	调和漆 1kg 1kg/桶 铁红	规格: 1kg; 容量: 1kg/桶; 颜色: 铁红		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	46.67	CNY	按1桶1kg估价;按物料族“油漆涂料”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=2.3333;金额按四舍五入保留两位小数。	铁红调和漆; 铁红油漆; 调和漆 铁红 1kg/桶	CHEM-000007 调和漆 调和漆 铁红 1kg/桶 铁红调和漆 铁红油漆 1kg 1kg/桶 铁红			active	needs_review	confirm_before_use	CHEM-000007	1	高风险分类:化工胶粘涂料	2026-07-08	化工胶粘涂料|油漆涂料|调和漆	调和漆	specification,capacity,color		needs_review	调和漆	调和漆 铁红 1kg/桶	颜色:铁红;容量:1kg/桶	化工胶粘涂料/油漆涂料	油漆涂料	material-entry-rules-v1.1
CHEM-000008	调和漆	调和漆 1kg 1kg/桶 白色	规格: 1kg; 容量: 1kg/桶; 颜色: 白色		化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	桶	1	58.33	CNY	按1桶1kg估价;按物料族“油漆涂料”抽样复核中位数调整;样本数=4;可靠性=medium;调整系数=2.3333;金额按四舍五入保留两位小数。	白色调和油漆; 调和油漆; 白色调和漆; 调和漆 白色 1kg/桶	CHEM-000008 调和漆 调和漆 白色 1kg/桶 白色调和油漆 调和油漆 白色调和漆 1kg 1kg/桶 白色			active	needs_review	confirm_before_use	CHEM-000008	1	高风险分类:化工胶粘涂料	2026-07-08	化工胶粘涂料|油漆涂料|调和漆	调和漆	specification,capacity,color		needs_review	调和漆	调和漆 白色 1kg/桶	颜色:白色;容量:1kg/桶	化工胶粘涂料/油漆涂料	油漆涂料	material-entry-rules-v1.1
