draft_sku_id	draft_item_code	import_status	放行等级	标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	candidate_count	source_candidate_rows	confirmation_required	confirmation_reason
SKU-DRAFT-002227	PIPE-000483	confirm_then_import	B	镀锌外丝六角直接	表面处理：镀锌；连接：外丝；结构：六角；规格：2寸		管件/镀锌管件	只	镀锌外丝六角直接2寸	1	2253	是	材质/压力等级缺失
SKU-DRAFT-002228	MAT-000243	confirm_then_import	B	混凝土振动棒	电压：380V；直径：Φ50；长度：6m		施工设备/振动棒	根	振动棒380V-Φ50-6m	1	2254	是	功率/接口缺失
SKU-DRAFT-002230	FAST-000120	confirm_then_import	B	镀锌膨胀钩	表面处理：镀锌；规格：M16*130		紧固件/膨胀件	只	镀锌膨胀钩M16*130	1	2256	是	承载/材质缺失
SKU-DRAFT-002231	FAST-000121	confirm_then_import	B	镀锌花兰螺丝	表面处理：镀锌；规格：M14*350		紧固件/拉紧件	只	镀锌花兰螺丝m14*350	1	2257	是	材质/结构形式缺失
SKU-DRAFT-002245	ELEC-000243	confirm_then_import	B	欧标转换插头	标准：欧标；孔位：5孔；功能：带USB		电气/插头插座	只	5孔带USB欧标转换插头	1	2271	是	额定电流/USB输出参数缺失
SKU-DRAFT-002248	METAL-000168	confirm_then_import	B	B型槽钢	型号：B型；规格：10#		金属材料/型材	米	10#B型槽钢	1	2274	是	材质/执行标准缺失
SKU-DRAFT-002250	PIPE-000486	confirm_then_import	B	镀锌内丝直接	表面处理：镀锌；连接：内丝；规格：6分		管件/镀锌管件	只	镀锌内丝直接6分	1	2276	是	材质/压力等级缺失
SKU-DRAFT-002251	PIPE-000487	confirm_then_import	B	镀锌三通	表面处理：镀锌；规格：6分；类型：三通		管件/镀锌管件	只	镀锌三通6分	1	2277	是	材质/压力等级缺失
SKU-DRAFT-002257	ELEC-000245	confirm_then_import	B	开口铜鼻子	类型：开口；材质：铜；电流：200A		电气/接线端子	只	开口铜鼻子200A	1	2283	是	适配线径/镀层缺失
SKU-DRAFT-002258	ELEC-000246	confirm_then_import	B	开口铜鼻子	类型：开口；材质：铜；电流：100A		电气/接线端子	只	开口铜鼻子100A	1	2284	是	适配线径/镀层缺失
SKU-DRAFT-002270	ELEC-000251	confirm_then_import	B	塑壳断路器	品牌：常熟；型号：CM3E-630-3300		电气/断路器	只	常熟断路器CM3E-630-3300	1	2296	是	极数/额定电流脱扣参数需确认
SKU-DRAFT-002272	ELEC-000253	confirm_then_import	B	电源转换器	输入：24V；输出：12V；电流：2A		电气/电源模块	只	电源转换器24V转12V2A	1	2298	是	功率/接口/防护等级缺失
SKU-DRAFT-002280	TOOL-000341	ready_to_import	A	梅花开口两用扳手	品牌：世达；规格：41#		手动工具/扳手	把	世达梅开两用扳手41#	1	2306	否	
SKU-DRAFT-002297	TOOL-000343	confirm_then_import	B	二坑二槽钻头	品牌：博世；柄型：二坑二槽；规格：Φ10*160		工具耗材/钻头	支	博世二坑二槽钻头Φ10*160	1	2323	是	材质/适用对象未明，按品牌/柄型/规格先建候选
SKU-DRAFT-002298	TOOL-000344	confirm_then_import	B	二坑二槽钻头	品牌：博世；柄型：二坑二槽；规格：Φ14*160		工具耗材/钻头	支	博世二坑二槽钻头Φ14*160	1	2324	是	材质/适用对象未明，按品牌/柄型/规格先建候选
SKU-DRAFT-002299	TOOL-000345	confirm_then_import	B	二坑二槽钻头	品牌：博世；柄型：二坑二槽；规格：Φ16*200		工具耗材/钻头	支	博世二坑二槽钻头Φ16*200	1	2325	是	材质/适用对象未明，按品牌/柄型/规格先建候选
SKU-DRAFT-002306	TOOL-000346	confirm_then_import	B	梅花开口两用扳手	规格：13		手动工具/扳手	把	梅花开口扳手13	1	2332	是	品牌/材质未指定，按通用两用扳手先建候选
SKU-DRAFT-002307	TOOL-000347	confirm_then_import	B	梅花开口两用扳手	规格：14		手动工具/扳手	把	梅花开口扳手14	1	2333	是	品牌/材质未指定，按通用两用扳手先建候选
SKU-DRAFT-002312	WELD-000065	confirm_then_import	B	割嘴	型号：G01-100；规格：2号		焊割工具/割嘴	只	割咀G01-100型2号	1	2338	是	割咀按割嘴归一；适用气体/品牌未明，按型号和规格先建候选
SKU-DRAFT-002319	MAT-000254	confirm_then_import	B	吊装带	额定载荷：1T；长度：1米		吊装索具/吊带	根	吊带1T*1米	1	2346	是	材质/安全系数缺失，按载荷和长度先建候选
SKU-DRAFT-002320	MAT-000255	confirm_then_import	B	吊装带	额定载荷：1T；长度：1.5米		吊装索具/吊带	根	吊带1T*1.5米	1	2347	是	材质/安全系数缺失，按载荷和长度先建候选
SKU-DRAFT-002321	MAT-000256	confirm_then_import	B	吊装带	额定载荷：5T；长度：3米		吊装索具/吊带	根	吊带5T*3米	1	2348	是	材质/安全系数缺失，按载荷和长度先建候选
SKU-DRAFT-002324	TOOL-000349	confirm_then_import	B	卷尺	长度：3m		量具/卷尺	把	卷尺3m	1	2351	是	尺带宽度/精度等级缺失，按长度先建候选
SKU-DRAFT-002325	TOOL-000350	confirm_then_import	B	卷尺	长度：5m		量具/卷尺	把	卷尺5m	1	2352	是	尺带宽度/精度等级缺失，按长度先建候选
