标准名称	必填规格	辅助规格	标准分组	标准单位	别名/土名	放行等级	整理依据
一次性口罩	类型：一次性		劳保耗材/呼吸防护	个	一次性口罩	C	医用/工业及防护等级缺失，无法区分口罩SKU
旋转吊环	载荷：8吨；类型：旋转		吊装索具/吊环	个	8吨旋转吊环	C	螺纹规格缺失，无法区分旋转吊环SKU
防锈漆	颜色：铁红；类型：防锈漆		化工耗材/涂料	桶	铁红防锈漆	C	包装重量/容量及品牌缺失，可能影响防锈漆SKU区分
不锈钢卡扣接头	规格：DN6*6；材质：不锈钢		气动/高压管路	个	DN6*6不锈钢卡扣接头	B	压力等级缺失，需后续确认
不锈钢卡扣接头	规格：DN6*10；材质：不锈钢		气动/高压管路	个	DN6*10不锈钢卡扣接头	B	压力等级缺失，需后续确认
松香水	类型：稀释剂/清洗剂		化工耗材/稀释清洗	桶	松香水	C	包装容量/品牌缺失，无法区分松香水SKU
百叶砂轮片	规格：4寸		工具器具/磨切耗材	块	4寸百叶砂轮片	C	粒度/材质缺失，无法区分百叶砂轮片SKU
割枪	规格：30号		焊接耗材/焊割工具	支	30号割枪	B	气体类型/品牌缺失，需后续确认
割嘴	规格：30号		焊接耗材/焊割配件	个	30号割嘴	C	气体类型/孔径缺失，可能影响割嘴SKU区分
三脚插头	品牌：公牛；电流：10A；类型：三插		电气材料/插头插座	个	10A公牛三插	A	
毛刷	规格：4寸		工具器具/涂装工具	支	4寸毛刷	A	
不锈钢加长接头	规格：8*6；材质：不锈钢；特征：加长		气动/高压管路	个	8*6不锈钢加长接头	B	连接形式/压力等级缺失
不锈钢加长弯头	规格：8*6；材质：不锈钢；特征：加长；类型：弯头		气动/高压管路	个	8*6不锈钢加长弯头	B	连接形式/压力等级缺失
链条扳手	类型：链条扳手		工具器具/手动工具	个	链条扳手	C	规格/夹持范围缺失，无法区分链条扳手SKU
碳棒	直径：6mm		焊接耗材/气刨耗材	支	碳棒6MM	B	包装规格缺失
吨袋	规格：大号		包装材料/吨袋	个	大吨袋	C	容量/尺寸/承重缺失，无法区分吨袋SKU
铁丝	规格：12号		五金备件/金属丝材	KG	12号铁丝；12铁丝	C	材质/镀锌与否缺失，可能影响铁丝SKU区分
铁丝	规格：14号		五金备件/金属丝材	KG	14号铁丝；14铁丝	C	材质/镀锌与否缺失，可能影响铁丝SKU区分
调和漆	颜色：白色；类型：调和漆		化工耗材/涂料	桶	白色调和油漆	C	包装重量/品牌缺失，可能影响涂料SKU区分
不锈钢卡套接头	规格：6*8；材质：不锈钢		气动/高压管路	个	卡6*8不锈钢接头	B	“卡”按卡套接头整理，压力等级缺失
不锈钢卡套接头	规格：6*12；材质：不锈钢		气动/高压管路	个	卡6*12不锈钢接头	B	“卡”按卡套接头整理，压力等级缺失
不锈钢黄油嘴接头	材质：不锈钢；类型：接头		润滑系统/黄油嘴配件	个	不锈钢黄油嘴接头	C	螺纹规格缺失，无法区分黄油嘴接头SKU
不锈钢黄油嘴弯头	材质：不锈钢；类型：弯头		润滑系统/黄油嘴配件	个	不锈钢黄油嘴弯头	C	螺纹规格/角度缺失，无法区分黄油嘴弯头SKU
高压加厚接头	定制：是；规格：52；特征：加厚		定制件/液压接头	个	定做52高压加厚接头	C	定制件图纸/螺纹/压力等级缺失
鱼尾螺丝	规格：M10*60		五金备件/紧固件	套	M10*60鱼尾螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
鱼尾螺丝	规格：M14*70		五金备件/紧固件	套	M14*70鱼尾螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
鱼尾螺丝	规格：M16*90		五金备件/紧固件	套	M16*90鱼尾螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
角钢	规格：50*50*6；标准：国标		原材料/型钢	米	50*50*6国标角铁	C	材质牌号缺失，可能影响型钢SKU区分
电焊钳	电流：500A		焊接耗材/焊割工具	把	500A电焊钳	B	品牌缺失
电焊钳	电流：800A		焊接耗材/焊割工具	把	800A电焊钳	B	品牌缺失
电焊线	品牌：起帆；截面积：35平方		电气材料/电线电缆	米	35平方起帆电焊线	B	芯数/材质缺失
电焊线	品牌：起帆；截面积：50平方		电气材料/电线电缆	米	50平方起帆电焊线	B	芯数/材质缺失
医用胶带	类型：医用胶带		劳保耗材/急救用品	卷	医用胶带	C	宽度/长度缺失，无法区分医用胶带SKU
锂电角磨机	品牌：大艺；供电：锂电池		工具器具/电动工具	台	大艺锂电池角磨机	C	电压/电池容量/规格缺失，无法区分锂电角磨机SKU
砂纸	粒度：600		工具器具/磨切耗材	张	600砂纸	C	尺寸缺失，可能影响砂纸SKU区分
砂纸	粒度：80		工具器具/磨切耗材	张	80砂纸	C	尺寸缺失，可能影响砂纸SKU区分
钢丝绳	直径：6mm		吊装索具/钢丝绳	米	6MM钢丝绳	C	结构/强度等级缺失，可能影响钢丝绳SKU区分
钢丝绳卡扣	适配直径：6mm		吊装索具/钢丝绳配件	个	6MM钢丝绳扣子	C	材质/形式缺失，可能影响钢丝绳卡扣SKU区分
卡箍丝牙接头	加工：是；规格：60；连接：一头卡箍一头丝牙；特征：加厚		定制件/管路接头	个	加工加厚60一头卡箍一头丝牙	C	定制件图纸/材质/压力等级缺失
双头抱箍接头	加工：是；规格：60；连接：两头抱箍；特征：加厚		定制件/管路接头	个	加工加厚60两头抱箍	C	定制件图纸/材质/压力等级缺失
三通抱箍	加工：是；长度：1.15米；特征：加厚；类型：三通抱箍		定制件/管路接头	根	加工加厚1.15米三通抱箍	C	定制件图纸/口径/材质缺失
不锈钢条	规格：65*20*1；材质：不锈钢		原材料/不锈钢材料	条	65*20*1不锈钢条	C	材质牌号/长度缺失，可能影响不锈钢条SKU区分
骑马螺丝	规格：14*75		五金备件/紧固件	套	14*75骑马螺丝	C	材质/强度等级缺失，可能影响紧固件SKU区分
不锈钢卡套三通	规格：6*12；材质：不锈钢；类型：三通		气动/高压管路	个	卡6*12不锈钢三通	B	连接形式/压力等级缺失
重油污清洗剂	用途：重油污清洗		化工耗材/清洗剂	KG	重油污清洗剂	B	品牌/浓度/包装缺失
自封袋	规格：10#		包装材料/自封袋	个	10#自封袋	A	
毛刷	规格：2寸		工具器具/涂装工具	个	2寸毛刷	B	材质缺失；同类毛刷单位需复核
电缆防水接头	规格：M50		电气材料/电缆附件	个	M50电缆防水接头	B	材质/IP等级缺失
电缆防水接头	规格：M40		电气材料/电缆附件	个	M40电缆防水接头	B	材质/IP等级缺失
电缆防水接头	规格：M32		电气材料/电缆附件	个	M32电缆防水接头	B	材质/IP等级缺失
自喷漆	品牌：三和；颜色：灰色；类型：自喷漆		化工耗材/涂料	瓶	灰色三和喷漆	C	容量缺失，可能影响自喷漆SKU区分
自喷漆	品牌：三和；颜色：黑色；类型：自喷漆		化工耗材/涂料	瓶	黑色三和喷漆	C	容量缺失，可能影响自喷漆SKU区分
脱漆剂	类型：高效脱漆剂		化工耗材/清洗剂	瓶	高效脱漆剂	C	品牌/容量/成分缺失，无法区分脱漆剂SKU
门锁	用途：大门		五金备件/锁具	把	大门锁	C	规格/锁体类型缺失，无法区分门锁SKU
电力清洗剂	用途：电力设备清洗		化工耗材/清洗剂	KG	电力清洗剂	C	品牌/绝缘等级/包装缺失，可能影响电力清洗剂SKU区分
多点黄油泵	容量：8升；出口数：4出口		润滑系统/油脂泵	台	8升4出口多点黄油泵	C	电压/驱动方式/品牌缺失，可能影响油脂泵SKU区分
AB胶	品牌/型号：卡夹特；类型：AB胶		化工耗材/胶粘剂	套	卡夹特AB胶	C	包装容量/配比缺失，可能影响AB胶SKU区分
气泡膜	特征：加厚		包装材料/缓冲包装	米	加厚气泡膜	C	宽度/厚度缺失，无法区分气泡膜SKU
不锈钢数字牌	定制：是；材质：不锈钢；尺寸：20cm		定制件/标识铭牌	个	定做不锈钢数字牌20cm	C	字号内容/厚度缺失，影响定制数字牌SKU区分
高压弯头	定制：是；规格：6x1.5；类型：弯头		定制件/液压接头	个	定做 6x1.5高压弯头	C	螺纹/角度/压力等级缺失，影响液压接头SKU区分
高压弯头	定制：是；规格：10x1.5；类型：弯头		定制件/液压接头	个	定做 10x1.5高压弯头	C	螺纹/角度/压力等级缺失，影响液压接头SKU区分
高压弯头	定制：是；规格：13x1.5；类型：弯头		定制件/液压接头	个	定做 13x1.5高压弯头	C	螺纹/角度/压力等级缺失，影响液压接头SKU区分
高压弯头	定制：是；规格：16x1.5；类型：弯头		定制件/液压接头	个	定做 16x1.5高压弯头	C	螺纹/角度/压力等级缺失，影响液压接头SKU区分
高压弯头	定制：是；规格：19x1.5；类型：弯头		定制件/液压接头	个	定做 19x1.5高压弯头	C	螺纹/角度/压力等级缺失，影响液压接头SKU区分
高压弯头	定制：是；规格：25x1.5；类型：弯头		定制件/液压接头	个	定做 25x1.5高压弯头	C	螺纹/角度/压力等级缺失，影响液压接头SKU区分
高压弯头	定制：是；规格：32x1.5；类型：弯头		定制件/液压接头	个	定做 32x1.5高压弯头	C	螺纹/角度/压力等级缺失，影响液压接头SKU区分
高压弯头	定制：是；规格：38x1.5；类型：弯头		定制件/液压接头	个	定做 38x1.5高压弯头	C	螺纹/角度/压力等级缺失，影响液压接头SKU区分
保鲜膜	规格：大卷		包装材料/薄膜	件	保鲜膜大卷	C	宽度/长度/厚度缺失，无法区分大卷保鲜膜SKU
调和漆	颜色：黄色；类型：调和漆		化工耗材/涂料	桶	黄色调和漆	C	包装重量/品牌缺失，影响涂料SKU区分；原提示提及可与历史同物料合并
调和漆	颜色：铁红；类型：调和漆		化工耗材/涂料	桶	铁红调和漆	C	包装重量/品牌缺失，影响涂料SKU区分
高压卡箍双丝牙接头	定制：是；规格：52；特征：高压加厚；连接：卡箍+双丝牙		定制件/管路接头	个	定做高压加厚52米卡箍双丝牙	C	别名“52米”疑似52mm；图纸/材质缺失，需复核规格单位
玻璃胶	颜色：白色		化工耗材/胶粘剂	支	白色玻璃胶	C	容量/品牌/酸性或中性缺失，影响玻璃胶SKU区分
588密封胶	型号：588		化工耗材/胶粘剂	支	588胶	B	品牌/颜色/容量缺失，按588密封胶型号候选
记号笔	颜色：白色		办公/标识耗材	支	白色记号笔	B	品牌缺失，按白色记号笔候选并保留合并提示
轴承钢钢套	定制：是；材质：轴承钢；特征：加厚		定制件/金属加工件	套	定做加厚轴承钢钢套	C	图纸/尺寸/热处理要求缺失，无法唯一确定定制钢套SKU
方钢	规格：40*80；特征：加厚		原材料/型钢	米	40*80加厚方钢	C	壁厚/材质缺失，且“加厚”不足以区分型钢SKU
内外四方接头	加工：是；类型：内外四方接头		定制件/管路接头	个	加工内外四方接头	C	图纸/规格/材质缺失，无法唯一确定定制接头SKU
不锈钢标志牌	定制：是；材质：不锈钢		定制件/标识铭牌	块	定做不锈钢标志牌	C	尺寸/内容/厚度缺失，影响定制标志牌SKU区分
不锈钢铭牌	定制：是；尺寸：250*180；材质：不锈钢		定制件/标识铭牌	块	定做250*180不锈钢铭牌	C	厚度/内容/表面工艺缺失，影响定制铭牌SKU区分
五点式安全带	类型：五点式；款式：欧式		劳保耗材/坠落防护	套	五点式欧式安全带	B	执行标准/承载等级缺失，按欧式五点安全带候选
内六角螺丝	规格：10*40；类型：内六角		五金备件/紧固件	套	10*40内六角	C	材质/强度等级缺失，影响紧固件SKU区分
内六角螺丝	规格：16*50；类型：内六角		五金备件/紧固件	套	16*50内六角	C	材质/强度等级缺失，影响紧固件SKU区分
刮泥板	定制：是；类型：刮泥板		定制件/设备备件	块	定做刮泥板	C	图纸/材质/适用设备缺失，无法唯一确定定制刮泥板SKU
挂壁风扇	控制：遥控；安装：挂壁		设备/通用电器	台	遥控挂壁风扇	C	功率/尺寸/品牌缺失，影响风扇SKU区分
五孔插座	类型：五孔插座		电气材料/插头插座	套	五孔插座	B	明装/暗装/电流/品牌缺失，按五孔插座候选
插座底盒	类型：插座底盒		电气材料/插头插座	个	插座底合	C	别名“底合”规范为底盒；规格缺失，影响底盒SKU区分
电线	品牌：起帆；截面积：4平方		电气材料/电线电缆	米	4平方起帆平方电线	C	线型/颜色/芯数缺失，影响电线SKU区分
高压水枪	材质：金属；类型：高压水枪		工具器具/清洗工具	支	金属高压水枪	C	压力/接口规格缺失，影响高压水枪SKU区分
切割片	品牌：金立克		工具器具/磨切耗材	片	金立克切割片	C	规格/材质/厚度缺失，影响切割片SKU区分
无缝管	规格：325；壁厚：14		原材料/钢管	米	325无缝管&14	B	材质/执行标准缺失，按规格和壁厚候选；原别名符号已保留
焊接弯头	规格：325*8；特征：加厚；连接：焊接		工程材料/管件	个	加厚325*8焊接弯头	C	材质/角度/压力等级缺失，影响管件SKU区分
抱箍钢卡	规格：325；特征：加厚；材质：钢		工程材料/管道紧固	个	加厚325抱箍钢卡	B	表面处理/标准缺失，按325加厚钢抱箍候选
卡槽钢圈接头	定制：是；规格：325；类型：卡槽钢圈接头		定制件/管路接头	个	定做325卡槽钢圈接头	C	图纸/材质/压力等级缺失，无法唯一确定定制接头SKU
花纹钢板	厚度：3mm；类型：花纹钢板		原材料/钢板	平方	3MM花纹钢板	B	材质缺失；按平方米计量时长宽可作为采购裁切信息复核
槽钢	规格：100#；标准：国标		原材料/型钢	米	100#国标槽钢	B	材质牌号缺失，按100#国标槽钢候选
螺丝	规格：M20*120		五金备件/紧固件	个	M20*120螺丝	C	材质/强度等级缺失，影响紧固件SKU区分
钢板加工件	加工：是；尺寸：300*270*16		定制件/金属加工件	块	加工300*270*16钢板	C	材质/图纸/孔位缺失，无法唯一确定加工件SKU
夹板加工件	加工：是；尺寸：94*33*3		定制件/金属加工件	块	加工94*33*3夹板	C	材质/图纸缺失，无法唯一确定加工件SKU
热缩管	规格：30		电气材料/电缆附件	米	30热缩管	C	原规格未说明单位/口径；收缩倍率/颜色缺失，影响热缩管SKU区分
五孔插座面板	类型：五孔面板		电气材料/插头插座	个	五孔面板	B	品牌/明暗装/电流缺失，按五孔面板候选
铜导电嘴	材质：铜；规格：45*12		焊接耗材/焊机配件	个	铜导电嘴45*12	C	适配焊枪/孔径缺失，影响导电嘴SKU区分
挂胶手套	特征：厚；类型：挂胶		劳保耗材/手套	双	厚挂胶手套	B	材质/尺码缺失，按厚挂胶手套候选
