"raw_name","proposed_item_code","standard_name","item_group","specs","unit"
"定做12*600*5垫片","REVIEW-MAT-00235","垫片","定制件/金属加工件","定制: 是；规格: 12*600*5","个"
"碘伏500ml","REVIEW-MAT-00236","碘伏","劳保耗材/急救用品","容量: 500ml","瓶"
"止血贴","REVIEW-MAT-00237","止血贴","劳保耗材/急救用品","类型: 创可贴/止血贴","张"
"绷带","REVIEW-MAT-00238","医用绷带","劳保耗材/急救用品","类型: 绷带","卷"
"10A公牛插头","REVIEW-MAT-00239","插头","电气材料/插头插座","品牌: 公牛；电流: 10A","个"
"纯棉大白布","REVIEW-MAT-00240","纯棉白布","劳保耗材/擦拭材料","材质: 纯棉；颜色: 白色","KG"
"纯棉白布","REVIEW-MAT-00240","纯棉白布","劳保耗材/擦拭材料","材质: 纯棉；颜色: 白色","KG"
"3寸 毛刷","REVIEW-MAT-00241","毛刷","工具器具/涂装工具","规格: 3寸","个"
"4寸羊毛刷","REVIEW-MAT-00242","羊毛刷","工具器具/涂装工具","规格: 4寸；材质: 羊毛","个"
"一次性口罩","REVIEW-MAT-00243","一次性口罩","劳保耗材/呼吸防护","类型: 一次性","个"
"8吨旋转吊环","REVIEW-MAT-00244","旋转吊环","吊装索具/吊环","载荷: 8吨；类型: 旋转","个"
"铁红防锈漆","REVIEW-MAT-00245","防锈漆","化工耗材/涂料","颜色: 铁红；类型: 防锈漆","桶"
"DN6*6不锈钢卡扣接头","REVIEW-MAT-00246","不锈钢卡扣接头","气动/高压管路","规格: DN6*6；材质: 不锈钢","个"
"DN6*10不锈钢卡扣接头","REVIEW-MAT-00247","不锈钢卡扣接头","气动/高压管路","规格: DN6*10；材质: 不锈钢","个"
"松香水","REVIEW-MAT-00248","松香水","化工耗材/稀释清洗","类型: 稀释剂/清洗剂","桶"
"4寸百叶砂轮片","REVIEW-MAT-00249","百叶砂轮片","工具器具/磨切耗材","规格: 4寸","块"
"30号割枪","REVIEW-MAT-00250","割枪","焊接耗材/焊割工具","规格: 30号","支"
"30号割嘴","REVIEW-MAT-00251","割嘴","焊接耗材/焊割配件","规格: 30号","个"
"10A公牛三插","REVIEW-MAT-00252","三脚插头","电气材料/插头插座","品牌: 公牛；电流: 10A；类型: 三插","个"
"4寸毛刷","REVIEW-MAT-00253","毛刷","工具器具/涂装工具","规格: 4寸","支"
"8*6不锈钢加长接头","REVIEW-MAT-00254","不锈钢加长接头","气动/高压管路","规格: 8*6；材质: 不锈钢；特征: 加长","个"
"8*6不锈钢加长弯头","REVIEW-MAT-00255","不锈钢加长弯头","气动/高压管路","规格: 8*6；材质: 不锈钢；特征: 加长；类型: 弯头","个"
"链条扳手","REVIEW-MAT-00256","链条扳手","工具器具/手动工具","类型: 链条扳手","个"
"碳棒6MM","REVIEW-MAT-00257","碳棒","焊接耗材/气刨耗材","直径: 6mm","支"
"大吨袋","REVIEW-MAT-00258","吨袋","包装材料/吨袋","规格: 大号","个"
"12号铁丝","REVIEW-MAT-00259","铁丝","五金备件/金属丝材","规格: 12号","KG"
"12铁丝","REVIEW-MAT-00259","铁丝","五金备件/金属丝材","规格: 12号","KG"
"14号铁丝","REVIEW-MAT-00260","铁丝","五金备件/金属丝材","规格: 14号","KG"
"14铁丝","REVIEW-MAT-00260","铁丝","五金备件/金属丝材","规格: 14号","KG"
"白色调和油漆","REVIEW-MAT-00261","调和漆","化工耗材/涂料","颜色: 白色；类型: 调和漆","桶"
"卡6*8不锈钢接头","REVIEW-MAT-00262","不锈钢卡套接头","气动/高压管路","规格: 6*8；材质: 不锈钢","个"
"卡6*12不锈钢接头","REVIEW-MAT-00263","不锈钢卡套接头","气动/高压管路","规格: 6*12；材质: 不锈钢","个"
"不锈钢黄油嘴接头","REVIEW-MAT-00264","不锈钢黄油嘴接头","润滑系统/黄油嘴配件","材质: 不锈钢；类型: 接头","个"
"不锈钢黄油嘴弯头","REVIEW-MAT-00265","不锈钢黄油嘴弯头","润滑系统/黄油嘴配件","材质: 不锈钢；类型: 弯头","个"
"定做52高压加厚接头","REVIEW-MAT-00266","高压加厚接头","定制件/液压接头","定制: 是；规格: 52；特征: 加厚","个"
"M10*60鱼尾螺丝","REVIEW-MAT-00267","鱼尾螺丝","五金备件/紧固件","规格: M10*60","套"
"M14*70鱼尾螺丝","REVIEW-MAT-00268","鱼尾螺丝","五金备件/紧固件","规格: M14*70","套"
"M16*90鱼尾螺丝","REVIEW-MAT-00269","鱼尾螺丝","五金备件/紧固件","规格: M16*90","套"
"50*50*6国标角铁","REVIEW-MAT-00270","角钢","原材料/型钢","规格: 50*50*6；标准: 国标","米"
"500A电焊钳","REVIEW-MAT-00271","电焊钳","焊接耗材/焊割工具","电流: 500A","把"
"800A电焊钳","REVIEW-MAT-00272","电焊钳","焊接耗材/焊割工具","电流: 800A","把"
"35平方起帆电焊线","REVIEW-MAT-00273","电焊线","电气材料/电线电缆","品牌: 起帆；截面积: 35平方","米"
"50平方起帆电焊线","REVIEW-MAT-00274","电焊线","电气材料/电线电缆","品牌: 起帆；截面积: 50平方","米"
"医用胶带","REVIEW-MAT-00275","医用胶带","劳保耗材/急救用品","类型: 医用胶带","卷"
"大艺锂电池角磨机","REVIEW-MAT-00276","锂电角磨机","工具器具/电动工具","品牌: 大艺；供电: 锂电池","台"
"600砂纸","REVIEW-MAT-00277","砂纸","工具器具/磨切耗材","粒度: 600","张"
"80砂纸","REVIEW-MAT-00278","砂纸","工具器具/磨切耗材","粒度: 80","张"
"6MM钢丝绳","REVIEW-MAT-00279","钢丝绳","吊装索具/钢丝绳","直径: 6mm","米"
"6MM钢丝绳扣子","REVIEW-MAT-00280","钢丝绳卡扣","吊装索具/钢丝绳配件","适配直径: 6mm","个"
"加工加厚60一头卡箍一头丝牙","REVIEW-MAT-00281","卡箍丝牙接头","定制件/管路接头","加工: 是；规格: 60；连接: 一头卡箍一头丝牙；特征: 加厚","个"
"加工加厚60两头抱箍","REVIEW-MAT-00282","双头抱箍接头","定制件/管路接头","加工: 是；规格: 60；连接: 两头抱箍；特征: 加厚","个"
"加工加厚1.15米三通抱箍","REVIEW-MAT-00283","三通抱箍","定制件/管路接头","加工: 是；长度: 1.15米；特征: 加厚；类型: 三通抱箍","根"
"65*20*1不锈钢条","REVIEW-MAT-00284","不锈钢条","原材料/不锈钢材料","规格: 65*20*1","条"
"14*75骑马螺丝","REVIEW-MAT-00285","骑马螺丝","五金备件/紧固件","规格: 14*75","套"
"卡6*12不锈钢三通","REVIEW-MAT-00286","不锈钢卡套三通","气动/高压管路","规格: 6*12；材质: 不锈钢；类型: 三通","个"
"重油污清洗剂","REVIEW-MAT-00287","重油污清洗剂","化工耗材/清洗剂","用途: 重油污清洗","KG"
"10#自封袋","REVIEW-MAT-00288","自封袋","包装材料/自封袋","规格: 10#","个"
"2寸毛刷","REVIEW-MAT-00289","毛刷","工具器具/涂装工具","规格: 2寸","个"
"M50电缆防水接头","REVIEW-MAT-00290","电缆防水接头","电气材料/电缆附件","规格: M50","个"
"M40电缆防水接头","REVIEW-MAT-00291","电缆防水接头","电气材料/电缆附件","规格: M40","个"
"M32电缆防水接头","REVIEW-MAT-00292","电缆防水接头","电气材料/电缆附件","规格: M32","个"
"灰色三和喷漆","REVIEW-MAT-00293","自喷漆","化工耗材/涂料","品牌: 三和；颜色: 灰色；类型: 自喷漆","瓶"
"黑色三和喷漆","REVIEW-MAT-00294","自喷漆","化工耗材/涂料","品牌: 三和；颜色: 黑色；类型: 自喷漆","瓶"
"高效脱漆剂","REVIEW-MAT-00295","脱漆剂","化工耗材/清洗剂","类型: 高效脱漆剂","瓶"
"大门锁","REVIEW-MAT-00296","门锁","五金备件/锁具","用途: 大门","把"
"电力清洗剂","REVIEW-MAT-00297","电力清洗剂","化工耗材/清洗剂","用途: 电力设备清洗","KG"
"8升4出口多点黄油泵","REVIEW-MAT-00298","多点黄油泵","润滑系统/油脂泵","容量: 8升；出口数: 4出口","台"
"卡夹特AB胶","REVIEW-MAT-00299","AB胶","化工耗材/胶粘剂","品牌/型号: 卡夹特；类型: AB胶","套"
"加厚气泡膜","REVIEW-MAT-00300","气泡膜","包装材料/缓冲包装","特征: 加厚","米"
"定做不锈钢数字牌20cm","REVIEW-MAT-00301","不锈钢数字牌","定制件/标识铭牌","定制: 是；材质: 不锈钢；尺寸: 20cm","个"
"定做 6x1.5高压弯头","REVIEW-MAT-00302","高压弯头","定制件/液压接头","定制: 是；规格: 6x1.5；类型: 弯头","个"
"定做 10x1.5高压弯头","REVIEW-MAT-00303","高压弯头","定制件/液压接头","定制: 是；规格: 10x1.5；类型: 弯头","个"
"定做 13x1.5高压弯头","REVIEW-MAT-00304","高压弯头","定制件/液压接头","定制: 是；规格: 13x1.5；类型: 弯头","个"
"定做 16x1.5高压弯头","REVIEW-MAT-00305","高压弯头","定制件/液压接头","定制: 是；规格: 16x1.5；类型: 弯头","个"
"定做 19x1.5高压弯头","REVIEW-MAT-00306","高压弯头","定制件/液压接头","定制: 是；规格: 19x1.5；类型: 弯头","个"
"定做 25x1.5高压弯头","REVIEW-MAT-00307","高压弯头","定制件/液压接头","定制: 是；规格: 25x1.5；类型: 弯头","个"
"定做 32x1.5高压弯头","REVIEW-MAT-00308","高压弯头","定制件/液压接头","定制: 是；规格: 32x1.5；类型: 弯头","个"
"定做 38x1.5高压弯头","REVIEW-MAT-00309","高压弯头","定制件/液压接头","定制: 是；规格: 38x1.5；类型: 弯头","个"
"保鲜膜大卷","REVIEW-MAT-00310","保鲜膜","包装材料/薄膜","规格: 大卷","件"
"黄色调和漆","REVIEW-MAT-00311","调和漆","化工耗材/涂料","颜色: 黄色；类型: 调和漆","桶"
"铁红调和漆","REVIEW-MAT-00312","调和漆","化工耗材/涂料","颜色: 铁红；类型: 调和漆","桶"
"定做高压加厚52米卡箍双丝牙","REVIEW-MAT-00313","高压卡箍双丝牙接头","定制件/管路接头","定制: 是；规格: 52；特征: 高压加厚；连接: 卡箍+双丝牙","个"
"白色玻璃胶","REVIEW-MAT-00314","玻璃胶","化工耗材/胶粘剂","颜色: 白色","支"
"588胶","REVIEW-MAT-00315","588密封胶","化工耗材/胶粘剂","型号: 588","支"
"白色记号笔","REVIEW-MAT-00316","记号笔","办公/标识耗材","颜色: 白色","支"
"定做加厚轴承钢钢套","REVIEW-MAT-00317","轴承钢钢套","定制件/金属加工件","定制: 是；材质: 轴承钢；特征: 加厚","套"
"40*80加厚方钢","REVIEW-MAT-00318","方钢","原材料/型钢","规格: 40*80；特征: 加厚","米"
"加工内外四方接头","REVIEW-MAT-00319","四方接头","定制件/管路接头","加工: 是；类型: 内外四方接头","个"
"定做不锈钢标志牌","REVIEW-MAT-00320","不锈钢标志牌","定制件/标识铭牌","定制: 是；材质: 不锈钢","块"
"定做250*180不锈钢铭牌","REVIEW-MAT-00321","不锈钢铭牌","定制件/标识铭牌","定制: 是；尺寸: 250*180；材质: 不锈钢","块"
"五点式欧式安全带","REVIEW-MAT-00322","五点式安全带","劳保耗材/坠落防护","类型: 五点式；款式: 欧式","套"
"10*40内六角","REVIEW-MAT-00323","内六角螺丝","五金备件/紧固件","规格: 10*40；类型: 内六角","套"
"16*50内六角","REVIEW-MAT-00324","内六角螺丝","五金备件/紧固件","规格: 16*50；类型: 内六角","套"
"定做刮泥板","REVIEW-MAT-00325","刮泥板","定制件/设备备件","定制: 是；类型: 刮泥板","块"
"遥控挂壁风扇","REVIEW-MAT-00326","挂壁风扇","设备/通用电器","控制: 遥控；安装: 挂壁","台"
"五孔插座","REVIEW-MAT-00327","五孔插座","电气材料/插头插座","类型: 五孔插座","套"
"插座底合","REVIEW-MAT-00328","插座底盒","电气材料/插头插座","类型: 插座底盒","个"
"4平方起帆平方电线","REVIEW-MAT-00329","电线","电气材料/电线电缆","品牌: 起帆；截面积: 4平方","米"
"金属高压水枪","REVIEW-MAT-00330","高压水枪","工具器具/清洗工具","材质: 金属；类型: 高压水枪","支"
"金立克切割片","REVIEW-MAT-00331","切割片","工具器具/磨切耗材","品牌: 金立克","片"
"325无缝管&14","REVIEW-MAT-00332","无缝管","原材料/钢管","规格: 325；壁厚: 14","米"
"加厚325*8焊接弯头","REVIEW-MAT-00333","焊接弯头","工程材料/管件","规格: 325*8；特征: 加厚；连接: 焊接","个"
"加厚325抱箍钢卡","REVIEW-MAT-00334","抱箍钢卡","工程材料/管道紧固","规格: 325；特征: 加厚；材质: 钢","个"
"定做325卡槽钢圈接头","REVIEW-MAT-00335","卡槽钢圈接头","定制件/管路接头","定制: 是；规格: 325；类型: 卡槽钢圈接头","个"
"3MM花纹钢板","REVIEW-MAT-00336","花纹钢板","原材料/钢板","厚度: 3mm；类型: 花纹钢板","平方"
"100#国标槽钢","REVIEW-MAT-00337","槽钢","原材料/型钢","规格: 100#；标准: 国标","米"
"M20*120螺丝","REVIEW-MAT-00338","螺丝","五金备件/紧固件","规格: M20*120","个"
"加工300*270*16钢板","REVIEW-MAT-00339","钢板加工件","定制件/金属加工件","加工: 是；尺寸: 300*270*16","块"
"加工94*33*3夹板","REVIEW-MAT-00340","夹板加工件","定制件/金属加工件","加工: 是；尺寸: 94*33*3","块"
"30热缩管","REVIEW-MAT-00341","热缩管","电气材料/电缆附件","规格: 30","米"
"五孔面板","REVIEW-MAT-00342","五孔插座面板","电气材料/插头插座","类型: 五孔面板","个"
"铜导电嘴45*12","REVIEW-MAT-00343","铜导电嘴","焊接耗材/焊机配件","材质: 铜；规格: 45*12","个"
"厚挂胶手套","REVIEW-MAT-00344","挂胶手套","劳保耗材/手套","特征: 厚；类型: 挂胶","双"
"81×81×5亚克力板","REVIEW-MAT-00345","亚克力板","原材料/塑料板材","尺寸: 81*81*5","块"
"3.2焊条","REVIEW-MAT-00346","焊条","焊接耗材/焊材","直径: 3.2","件"
"3.2电焊条","REVIEW-MAT-00346","焊条","焊接耗材/焊材","直径: 3.2","件"
"电焊眼镜","REVIEW-MAT-00347","电焊眼镜","劳保耗材/眼面防护","用途: 电焊防护","副"
"平镜眼镜","REVIEW-MAT-00348","平光防护眼镜","劳保耗材/眼面防护","类型: 平镜/平光","副"
"3寸转向轮带刹车","REVIEW-MAT-00349","转向轮","五金备件/脚轮","规格: 3寸；特征: 带刹车","个"
"高粱扫把","REVIEW-MAT-00350","高粱扫把","劳保耗材/清洁工具","材质: 高粱","支"
"玻璃纸","REVIEW-MAT-00351","玻璃纸","包装材料/薄膜纸品","类型: 玻璃纸","米"
"双面胶","REVIEW-MAT-00352","双面胶","化工耗材/胶粘带","类型: 双面胶","卷"
"16吨吊钩厚保险卡","REVIEW-MAT-00353","吊钩保险卡","吊装索具/吊钩配件","载荷: 16吨；特征: 加厚","个"
"24V5A变压器","REVIEW-MAT-00354","变压器","电气材料/电源电器","输出: 24V 5A","个"
"棉签","REVIEW-MAT-00355","棉签","劳保耗材/清洁用品","类型: 棉签","包"
"加厚双层布手套","REVIEW-MAT-00356","布手套","劳保耗材/手套","特征: 加厚、双层","双"
"12#铁丝","REVIEW-MAT-00357","铁丝","五金备件/金属丝材","规格: 12#","KG"
"14#铁丝","REVIEW-MAT-00358","铁丝","五金备件/金属丝材","规格: 14#","KG"
"159*8加厚弯头焊接","REVIEW-MAT-00359","焊接弯头","工程材料/管件","规格: 159*8；特征: 加厚；连接: 焊接","个"
"1.1千W台式沙轮机","REVIEW-MAT-00360","台式砂轮机","工具器具/电动工具","功率: 1.1kW；类型: 台式砂轮机","台"
"钨钢钻头8厘","REVIEW-MAT-00361","钨钢钻头","工具器具/工具配件","材质: 钨钢；直径: 8mm","支"
"钨钢钻头10厘","REVIEW-MAT-00362","钨钢钻头","工具器具/工具配件","材质: 钨钢；直径: 10mm","支"
"钨钢钻头12厘","REVIEW-MAT-00363","钨钢钻头","工具器具/工具配件","材质: 钨钢；直径: 12mm","支"
"钨钢钻头16厘","REVIEW-MAT-00364","钨钢钻头","工具器具/工具配件","材质: 钨钢；直径: 16mm","支"
"防盗门锁不锈钢","REVIEW-MAT-00365","防盗门锁","五金备件/锁具","材质: 不锈钢；用途: 防盗门","个"
"导轨5孔插座","REVIEW-MAT-00366","导轨五孔插座","电气材料/插头插座","安装: 导轨；类型: 五孔插座","个"
"M4螺母","REVIEW-MAT-00367","螺母","五金备件/紧固件","规格: M4","个"
"M5螺母","REVIEW-MAT-00368","螺母","五金备件/紧固件","规格: M5","个"
"80槽钢","REVIEW-MAT-00369","槽钢","原材料/型钢","规格: 80","米"
"公元75pvc弯头","REVIEW-MAT-00370","PVC弯头","工程材料/PVC管件","品牌: 公元；规格: 75；材质: PVC","个"
"公元75pvc直通","REVIEW-MAT-00371","PVC直通","工程材料/PVC管件","品牌: 公元；规格: 75；材质: PVC","个"
"草帽","REVIEW-MAT-00372","草帽","劳保耗材/防晒用品","类型: 草帽","个"
"∅14尼龙绳","REVIEW-MAT-00373","尼龙绳","吊装索具/绳索","直径: 14mm；材质: 尼龙","米"
"12.9级 10*150螺丝","REVIEW-MAT-00374","高强度螺丝","五金备件/紧固件","强度等级: 12.9级；规格: 10*150","套"
"10*400扎带","REVIEW-MAT-00375","扎带","电气材料/扎带","规格: 10*400","包"
"10*500扎带","REVIEW-MAT-00376","扎带","电气材料/扎带","规格: 10*500","包"
"电焊手套","REVIEW-MAT-00377","焊工手套","劳保耗材/手套","用途: 电焊防护","双"
"闭门器大","REVIEW-MAT-00378","闭门器","五金备件/门窗五金","规格: 大号","个"
"路锥1米","REVIEW-MAT-00379","路锥","安全设施/交通标识","高度: 1米","个"
"铜小便器感应器","REVIEW-MAT-00380","小便器感应器","工程材料/洁具配件","材质: 铜；用途: 小便器","套"
"1.22*2.44*3.0黑模板","REVIEW-MAT-00381","黑模板","建筑材料/模板木方","尺寸: 1.22*2.44；厚度: 3.0；颜色: 黑","张"
