conflict_type,standard_name,canonical_group_path,unit_values,specs_values,candidate_codes,source_rows,reason
specs_conflict,齿轮油,化工油漆胶粘/油品化学品/润滑油脂,升；个；桶,型号: HL-20 || 包装: 20L；类型: 齿轮油 || 品牌: 长城；品类: 齿轮油；包装: 18L,REVIEW-MAT-00481；REVIEW-MAT-00999；REVIEW-MAT-01489,Sheet1:1716；Sheet1:2392；Sheet1:836,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,除锈剂,化工油漆胶粘/油品化学品/清洗化学品,瓶,品牌: WD40；容量: 500mL || 品牌: 陶喜；容量: 450mL || 品牌: WD40；容量: 350mL,REVIEW-MAT-01867；REVIEW-MAT-01880；REVIEW-MAT-01967,Sheet1:2974；Sheet1:2992；Sheet1:2998；Sheet1:3114,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,喷漆,化工油漆胶粘/油漆涂料/涂料油漆,支,品牌: 三和；颜色: 黄色 || 品牌: 三和；颜色: 天蓝色,REVIEW-MAT-00217；REVIEW-MAT-00218,Sheet1:381；Sheet1:382,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,地坪漆底漆,化工油漆胶粘/油漆涂料/涂料油漆,桶,品牌/系列: 好地坪漆；类型: 底漆 || 品牌/系列: 好地坪漆；类型: 底漆；包装: 20KG,REVIEW-MAT-00399；REVIEW-MAT-00409,Sheet1:694；Sheet1:708,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,地坪漆底漆,化工油漆胶粘/油漆涂料/涂料油漆,桶,品牌/系列: 好地坪漆；类型: 底漆 || 品牌/系列: 好地坪漆；类型: 底漆；包装: 20KG,REVIEW-MAT-00399；REVIEW-MAT-00409,Sheet1:694；Sheet1:708,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,油漆,化工油漆胶粘/油漆涂料/涂料油漆,桶,品牌: 立邦；颜色: 蓝色；包装: 18kg || 品牌: 立邦；颜色: 中黄；包装: 18KG || 品牌: 立邦；颜色: 桔黄色；包装: 18kg || 品牌: 立邦；颜色: 白色；包装: 18KG,REVIEW-MAT-01695；REVIEW-MAT-01704；REVIEW-MAT-01781；REVIEW-MAT-02205,Sheet1:2715；Sheet1:2726；Sheet1:2837；Sheet1:3428；Sheet1:3451；Sheet1:3461,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,油漆,化工油漆胶粘/油漆涂料/涂料油漆,桶,品牌: 立邦；颜色: 蓝色；包装: 18kg || 品牌: 立邦；颜色: 中黄；包装: 18KG || 品牌: 立邦；颜色: 桔黄色；包装: 18kg || 品牌: 立邦；颜色: 白色；包装: 18KG,REVIEW-MAT-01695；REVIEW-MAT-01704；REVIEW-MAT-01781；REVIEW-MAT-02205,Sheet1:2715；Sheet1:2726；Sheet1:2837；Sheet1:3428；Sheet1:3451；Sheet1:3461,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,稀释剂,化工油漆胶粘/油漆涂料/涂料油漆,桶,品牌: 立邦；包装: 12KG || 包装: 12kg,REVIEW-MAT-01572；REVIEW-MAT-01630,Sheet1:2544；Sheet1:2629；Sheet1:2683；Sheet1:2695；Sheet1:2831；Sheet1:2838；Sheet1:2850；Sheet1:3429,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,自喷漆,化工油漆胶粘/油漆涂料/涂料油漆,瓶；支；个,品牌: 三和；颜色: 灰色；类型: 自喷漆 || 品牌: 三和；颜色: 黑色；类型: 自喷漆 || 品牌: 三和；颜色: 翠绿色；类型: 自喷漆 || 颜色: 中黄；类型: 自喷漆 || 颜色: 白色；类型: 喷漆 || 颜色: 红色；类型: 自喷漆 || 颜色: 绿色 || 颜色: 中黄 || 品牌: 三和；颜色: 灰色 || 颜色: 天蓝色 || 颜色: 黑色 || 颜色: 葱绿色 || 颜色: 白色 || 颜色: 中灰色 || 颜色: 红色 || 品牌: 威粤；颜色: 白色；原始: 自动喷漆,REVIEW-MAT-00293；REVIEW-MAT-00294；REVIEW-MAT-00411；REVIEW-MAT-00412；REVIEW-MAT-00638；REVIEW-MAT-00744；REVIEW-MAT-00964；REVIEW-MAT-01010；REVIEW-MAT-01242；REVIEW-MAT-01564；REVIEW-MAT-01567；REVIEW-MAT-01600；REVIEW-MAT-01681；REVIEW-MAT-01682；REVIEW-MAT-01698；REVIEW-MAT-01706；REVIEW-MAT-01707；REVIEW-MAT-01724；REVIEW-MAT-02215,Sheet1:1167；Sheet1:1367；Sheet1:1671；Sheet1:1727；Sheet1:2054；Sheet1:2532；Sheet1:2536；Sheet1:2583；Sheet1:2691；Sheet1:2692；Sheet1:2718；Sheet1:2719；Sheet1:2729；Sheet1:2730；Sheet1:2752；Sheet1:3021；Sheet1:3038；Sheet1:3228；Sheet1:3246；Sheet1:3447；Sheet1:497；Sheet1:499；Sheet1:714；Sheet1:715,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,自喷漆,化工油漆胶粘/油漆涂料/涂料油漆,瓶；支,品牌: 三和；颜色: 灰色；类型: 自喷漆,REVIEW-MAT-00293；REVIEW-MAT-00638,Sheet1:1167；Sheet1:497,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
unit_conflict,自喷漆,化工油漆胶粘/油漆涂料/涂料油漆,瓶；个；支,颜色: 白色；类型: 喷漆,REVIEW-MAT-00744；REVIEW-MAT-00964；REVIEW-MAT-01242,Sheet1:1367；Sheet1:1671；Sheet1:2054,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
specs_conflict,调和油漆,化工油漆胶粘/油漆涂料/涂料油漆,桶,颜色: 铁红 || 颜色: 白色；类型: 调和油漆,REVIEW-MAT-00200；REVIEW-MAT-00206,Sheet1:359；Sheet1:367,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,调和漆,化工油漆胶粘/油漆涂料/涂料油漆,桶,颜色: 白色；类型: 调和漆 || 颜色: 黄色；类型: 调和漆 || 颜色: 铁红；类型: 调和漆 || 颜色: 黑色；类型: 调和漆 || 颜色: 红色；类型: 调和漆 || 颜色: 中黄；类型: 调和漆,REVIEW-MAT-00261；REVIEW-MAT-00311；REVIEW-MAT-00312；REVIEW-MAT-00509；REVIEW-MAT-00628；REVIEW-MAT-00629,Sheet1:1123；Sheet1:1151；Sheet1:1152；Sheet1:1153；Sheet1:447；Sheet1:471；Sheet1:533；Sheet1:534；Sheet1:577；Sheet1:621；Sheet1:903；Sheet1:907；Sheet1:923；Sheet1:980；Sheet1:981,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,防水乳胶漆,化工油漆胶粘/油漆涂料/涂料油漆,桶,品牌: 立邦；特性: 防水；包装: 18KG || 品牌: 立邦；颜色: 白色；特性: 防水；包装: 18KG,REVIEW-MAT-01922；REVIEW-MAT-01924,Sheet1:3054；Sheet1:3056；Sheet1:3059,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,防锈漆,化工油漆胶粘/油漆涂料/涂料油漆,桶,颜色: 铁红；类型: 防锈漆 || 品牌: 立邦；颜色: 白色；包装: 18KG || 品牌: 立邦；颜色: 桔黄色；包装: 18kg || 品牌: 立邦；颜色: 深黄；包装: 18KG || 品牌: 立邦；颜色: 黑色；包装: 18KG || 品牌: 立邦；颜色: 大红；包装: 18KG || 品牌: 立邦；颜色: 淡黄灰；包装: 18KG || 品牌: 立邦；颜色: 桔红；包装: 18KG || 品牌: 立邦；颜色: 铁红；包装: 18KG || 品牌: 立邦；颜色: 中灰；包装: 18KG,REVIEW-MAT-00245；REVIEW-MAT-01571；REVIEW-MAT-01622；REVIEW-MAT-01624；REVIEW-MAT-01625；REVIEW-MAT-01626；REVIEW-MAT-01627；REVIEW-MAT-01628；REVIEW-MAT-01629；REVIEW-MAT-01779,Sheet1:2543；Sheet1:2620；Sheet1:2622；Sheet1:2623；Sheet1:2624；Sheet1:2625；Sheet1:2626；Sheet1:2627；Sheet1:2628；Sheet1:2786；Sheet1:2829；Sheet1:2830；Sheet1:2849；Sheet1:2977；Sheet1:425,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,AB胶,化工油漆胶粘/胶粘密封/胶粘剂,套；支,品牌/型号: 卡夹特；类型: AB胶 || 品牌: 三和；类型: AB胶,REVIEW-MAT-00299；REVIEW-MAT-01592,Sheet1:2572；Sheet1:512,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,PVC胶水,化工油漆胶粘/胶粘密封/胶粘剂,瓶,品牌: 公元；包装: 1KG；用途: PVC粘接 || 用途: PVC粘接,REVIEW-MAT-01552；REVIEW-MAT-02128,Sheet1:2519；Sheet1:3313,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,泡沫双面胶,化工油漆胶粘/胶粘密封/胶粘剂,件；卷,基材: 泡沫；类型: 双面胶 || 特征: 厚；类型: 泡沫双面胶,REVIEW-MAT-00564；REVIEW-MAT-01202,Sheet1:1030；Sheet1:1996,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,玻璃胶,化工油漆胶粘/胶粘密封/胶粘剂,支,颜色: 白色 || 颜色: 白色；类型: 玻璃胶 || 品牌: 道康宁,REVIEW-MAT-00314；REVIEW-MAT-01034；REVIEW-MAT-02160,Sheet1:1764；Sheet1:3365；Sheet1:537,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,聚氨酯密封胶,化工油漆胶粘/胶粘密封/胶粘剂,支,品牌: 普赛达；材料: 聚氨酯；容量: 600mL || 品牌: 普赛达；材料: 聚氨酯,REVIEW-MAT-01482；REVIEW-MAT-01515,Sheet1:2385；Sheet1:2420；Sheet1:2422；Sheet1:2432；Sheet1:2580,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,螺纹锁固胶,化工油漆胶粘/胶粘密封/胶粘剂,只；瓶,品牌: 乐泰；型号: 243,REVIEW-MAT-01612；REVIEW-MAT-02123,Sheet1:2596；Sheet1:2601；Sheet1:3308,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
specs_conflict,鸭嘴吊具,吊装索具/其他/吊具,个,载荷: 20T；类型: 鸭嘴吊具 || 额定载荷: 20T；型式: 鸭嘴；功能: 万能,REVIEW-MAT-00760；REVIEW-MAT-01192,Sheet1:1395；Sheet1:1982,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,花篮螺丝,吊装索具/其他/拉紧器,个,规格: M20；类型: 花篮 || 规格: 10厘,REVIEW-MAT-00474；REVIEW-MAT-00732,Sheet1:1346；Sheet1:829,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,花篮螺栓,吊装索具/其他/紧固调节,个；套,规格: 14*200 || 规格: 10厘,REVIEW-MAT-01303；REVIEW-MAT-01306,Sheet1:2137；Sheet1:2140,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,手扳葫芦,吊装索具/其他/葫芦,台；个,额定载荷: 2T；链长: 6米 || 额定载荷: 1.6T；链长: 6米,REVIEW-MAT-01024；REVIEW-MAT-01113,Sheet1:1749；Sheet1:1878,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,手拉葫芦,吊装索具/其他/葫芦,台,品牌/标识: 三角；额定载荷: 1T；链长: 6米 || 品牌/标识: 三角；额定载荷: 2T；链长: 6米 || 额定载荷: 2T；链长: 3米,REVIEW-MAT-01273；REVIEW-MAT-01274；REVIEW-MAT-01417,Sheet1:2090；Sheet1:2091；Sheet1:2305,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,钢板起重钳,吊装索具/其他/钢板夹,个,额定载荷: 2T || 额定载荷: 3.2T,REVIEW-MAT-01068；REVIEW-MAT-01069,Sheet1:1814；Sheet1:1815,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,吊带,吊装索具/吊带索具/吊带,付；条,载荷: 2T；长度: 1.5米 || 载荷: 5T；长度: 6米 || 载荷: 5T；长度: 3米 || 载荷: 3T；长度: 3米 || 载荷: 5T；长度: 8米 || 载荷: 5吨；长度: 6m || 载荷: 20T；长度: 6米；原名含“好”,REVIEW-MAT-00159；REVIEW-MAT-00387；REVIEW-MAT-00388；REVIEW-MAT-00389；REVIEW-MAT-00434；REVIEW-MAT-00624；REVIEW-MAT-00678,Sheet1:1144；Sheet1:1244；Sheet1:281；Sheet1:680；Sheet1:681；Sheet1:682；Sheet1:751,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,吊带,吊装索具/吊带索具/吊带,付；条,载荷: 2T；长度: 1.5米 || 载荷: 5T；长度: 6米 || 载荷: 5T；长度: 3米 || 载荷: 3T；长度: 3米 || 载荷: 5T；长度: 8米 || 载荷: 5吨；长度: 6m || 载荷: 20T；长度: 6米；原名含“好”,REVIEW-MAT-00159；REVIEW-MAT-00387；REVIEW-MAT-00388；REVIEW-MAT-00389；REVIEW-MAT-00434；REVIEW-MAT-00624；REVIEW-MAT-00678,Sheet1:1144；Sheet1:1244；Sheet1:281；Sheet1:680；Sheet1:681；Sheet1:682；Sheet1:751,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,吊装带,吊装索具/吊带索具/吊带,根,额定载荷: 5T；长度: 6m || 额定载荷: 5T；长度: 3m || 额定载荷: 3T；长度: 2m || 额定载荷: 2T；长度: 2m || 额定载荷: 1T；长度: 1.5m || 额定载荷: 1T；长度: 1m || 额定载荷: 1T；长度: 1米 || 额定载荷: 1T；长度: 1.5米 || 额定载荷: 5T；长度: 3米,REVIEW-MAT-01791；REVIEW-MAT-01792；REVIEW-MAT-02192；REVIEW-MAT-02193；REVIEW-MAT-02238；REVIEW-MAT-02239；REVIEW-MAT-02346；REVIEW-MAT-02347；REVIEW-MAT-02348,Sheet1:2859；Sheet1:2860；Sheet1:3088；Sheet1:3395；Sheet1:3406；Sheet1:3413；Sheet1:3414；Sheet1:3479；Sheet1:3480；Sheet1:3644；Sheet1:3645；Sheet1:3647；Sheet1:3655；Sheet1:3656,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,扁平吊装带,吊装索具/吊带索具/吊带,付；根；条；个,执行标准: 国标；颜色: 彩色；额定载荷: 3T；长度: 3米 || 执行标准: 国标；颜色: 彩色；额定载荷: 5T；长度: 6米 || 额定载荷: 5T；长度: 8米；颜色: 彩色 || 额定载荷: 2T；长度: 2米 || 额定载荷: 5T；长度: 6米；颜色: 彩色 || 额定载荷: 2T；长度: 1.5m || 额定载荷: 1T；长度: 1.5m || 额定载荷: 5T；长度: 6m；执行标准: 国标；颜色: 彩色 || 额定载荷: 2T；长度: 2米；颜色: 彩色 || 执行标准: 国标；颜色: 彩色；额定载荷: 5T；长度: 8米,REVIEW-MAT-00770；REVIEW-MAT-00771；REVIEW-MAT-00876；REVIEW-MAT-01055；REVIEW-MAT-01059；REVIEW-MAT-01088；REVIEW-MAT-01111；REVIEW-MAT-01112；REVIEW-MAT-01307；REVIEW-MAT-01416；REVIEW-MAT-01420,Sheet1:1412；Sheet1:1413；Sheet1:1547；Sheet1:1797；Sheet1:1801；Sheet1:1842；Sheet1:1876；Sheet1:1877；Sheet1:2144；Sheet1:2304；Sheet1:2310,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
unit_conflict,扁平吊装带,吊装索具/吊带索具/吊带,付；根,额定载荷: 5T；长度: 6米；颜色: 彩色,REVIEW-MAT-01059；REVIEW-MAT-01088,Sheet1:1801；Sheet1:1842,同一标准名称、规范分组和规格下存在非同义单位；未自动合并。
low_precision_conflict,扁平吊装带,吊装索具/吊带索具/吊带,付；根；条；个,执行标准: 国标；颜色: 彩色；额定载荷: 3T；长度: 3米 || 执行标准: 国标；颜色: 彩色；额定载荷: 5T；长度: 6米 || 额定载荷: 5T；长度: 8米；颜色: 彩色 || 额定载荷: 2T；长度: 2米 || 额定载荷: 5T；长度: 6米；颜色: 彩色 || 额定载荷: 2T；长度: 1.5m || 额定载荷: 1T；长度: 1.5m || 额定载荷: 5T；长度: 6m；执行标准: 国标；颜色: 彩色 || 额定载荷: 2T；长度: 2米；颜色: 彩色 || 执行标准: 国标；颜色: 彩色；额定载荷: 5T；长度: 8米,REVIEW-MAT-00770；REVIEW-MAT-00771；REVIEW-MAT-00876；REVIEW-MAT-01055；REVIEW-MAT-01059；REVIEW-MAT-01088；REVIEW-MAT-01111；REVIEW-MAT-01112；REVIEW-MAT-01307；REVIEW-MAT-01416；REVIEW-MAT-01420,Sheet1:1412；Sheet1:1413；Sheet1:1547；Sheet1:1797；Sheet1:1801；Sheet1:1842；Sheet1:1876；Sheet1:1877；Sheet1:2144；Sheet1:2304；Sheet1:2310,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,尼龙绳,吊装索具/吊带索具/钢丝绳链条,米,直径: 14mm；材质: 尼龙 || 直径: 18mm；材质: 尼龙 || 材质: 尼龙 || 规格/直径: 18；材质: 尼龙 || 规格: 16；材质: 尼龙,REVIEW-MAT-00373；REVIEW-MAT-00397；REVIEW-MAT-00844；REVIEW-MAT-01033；REVIEW-MAT-01424,Sheet1:1505；Sheet1:1760；Sheet1:1813；Sheet1:1868；Sheet1:2142；Sheet1:2315；Sheet1:650；Sheet1:691,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
low_precision_conflict,尼龙绳,吊装索具/吊带索具/钢丝绳链条,米,直径: 14mm；材质: 尼龙 || 直径: 18mm；材质: 尼龙 || 材质: 尼龙 || 规格/直径: 18；材质: 尼龙 || 规格: 16；材质: 尼龙,REVIEW-MAT-00373；REVIEW-MAT-00397；REVIEW-MAT-00844；REVIEW-MAT-01033；REVIEW-MAT-01424,Sheet1:1505；Sheet1:1760；Sheet1:1813；Sheet1:1868；Sheet1:2142；Sheet1:2315；Sheet1:650；Sheet1:691,低精度/缺规格项与高精度项同时存在；低精度项已保留 needs_human_review。
specs_conflict,扣压钢丝绳,吊装索具/吊带索具/钢丝绳链条,根,加工: 扣压；直径/规格: 50；长度: 3.6米 || 加工: 扣压；直径/规格: 47.5；长度: 9米,REVIEW-MAT-01479；REVIEW-MAT-01480,Sheet1:2382；Sheet1:2383,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
specs_conflict,钢丝绳,吊装索具/吊带索具/钢丝绳链条,米；根,直径: 6mm || 直径: 16mm || 直径: 10厘 || 规格: 50；长度: 6米 || 直径: Φ20；长度: 6m,REVIEW-MAT-00279；REVIEW-MAT-00476；REVIEW-MAT-01304；REVIEW-MAT-01326；REVIEW-MAT-02267,Sheet1:2138；Sheet1:2165；Sheet1:3526；Sheet1:477；Sheet1:831,同一标准名称和规范分组下存在多个规格签名；已保守拆开，需人工确认是否为不同物料。
