item_code	item_name	required_specs	optional_specs	item_group	stock_uom	purchase_uom	conversion_factor	aliases	search_keywords	brand	model	status	quality_level	agent_use_policy	source_refs	governance_note	updated_at
ELEC-000022	镀锌电线架	材质：镀锌；位数：4位		电气电料/电气辅材	个			4位镀锌电线架	ELEC-000022 镀锌电线架 电气材料/电气辅材 个 材质：镀锌 位数：4位 4位镀锌电线架 镀锌 4位			active	standard	auto_select_allowed	purchase_2024_candidate_rows=50；purchase_2024_source_rows=51；draft_sku_id=SKU-DRAFT-000050	导入口径：import_ready；重分类：电气材料/电气辅材 -> 电气电料/电气辅材；分类置信度：high；电线架用于电线整理固定，归电气辅材。	2026-07-03
HW-LOCK-000002	挂锁	材质：不锈钢；规格：50		清洁办公后勤/门窗五金	个			50不锈钢挂锁	HW-LOCK-000002 挂锁 五金备件/锁具 个 材质：不锈钢 规格：50 50不锈钢挂锁 不锈钢 50			active	standard	auto_select_allowed	purchase_2024_candidate_rows=51；purchase_2024_source_rows=52；draft_sku_id=SKU-DRAFT-000051	导入口径：import_ready；重分类：五金备件/锁具 -> 清洁办公后勤/门窗五金；分类置信度：high；挂锁属门窗锁具五金，旧五金口径需归并。	2026-07-03
SPARE-000002	插销	材质：不锈钢		清洁办公后勤/门窗五金	个			不锈钢插销	SPARE-000002 插销 五金备件/门窗五金 个 材质：不锈钢 不锈钢插销 不锈钢			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=52；purchase_2024_source_rows=53；draft_sku_id=SKU-DRAFT-000052	缺失规格：尺寸；整理依据：尺寸缺失，无法区分不同不锈钢插销 SKU；导入口径：do_not_import_missing_specs；重分类：五金备件/门窗五金 -> 清洁办公后勤/门窗五金；分类置信度：high；不锈钢插销是门窗五金，旧五金备件过宽。	2026-07-03
SPARE-000003	插销	材质：不锈钢；功能：带锁		清洁办公后勤/门窗五金	个			不锈钢插销带锁	SPARE-000003 插销 五金备件/门窗五金 个 材质：不锈钢 功能：带锁 不锈钢插销带锁 不锈钢 带锁			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=53；purchase_2024_source_rows=54；draft_sku_id=SKU-DRAFT-000053	缺失规格：尺寸；整理依据：尺寸缺失，无法区分不同带锁插销 SKU；导入口径：do_not_import_missing_specs；重分类：五金备件/门窗五金 -> 清洁办公后勤/门窗五金；分类置信度：high；不锈钢插销是门窗五金，旧五金备件过宽。	2026-07-03
CHEM-000002	涂料	品牌：立邦；系列：5合1；特征：环保		化工胶粘涂料/涂料	桶			立邦环保涂料5合1	CHEM-000002 涂料 化工耗材/涂料 桶 品牌：立邦 系列：5合1 特征：环保 立邦环保涂料5合1 立邦 5合1 环保	立邦		candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=54；purchase_2024_source_rows=55；draft_sku_id=SKU-DRAFT-000054	缺失规格：容量；颜色；整理依据：容量、颜色缺失，会影响涂料 SKU 区分；导入口径：do_not_import_missing_specs；重分类：化工耗材/涂料 -> 化工胶粘涂料/涂料；分类置信度：high；立邦涂料归涂料类。	2026-07-03
TOOL-000004	滚筒刷	规格：4寸		工具耗材/刷具	个			4寸滚筒	TOOL-000004 滚筒刷 工具器具/涂装工具 个 规格：4寸 4寸滚筒 4寸			active	standard	auto_select_allowed	purchase_2024_candidate_rows=55；purchase_2024_source_rows=56；draft_sku_id=SKU-DRAFT-000055	导入口径：import_ready；重分类：工具器具/涂装工具 -> 工具耗材/刷具；分类置信度：high；滚筒刷是涂装刷具耗材。	2026-07-03
SPARE-000004	插销	规格：4寸		清洁办公后勤/门窗五金	付			4寸插销	SPARE-000004 插销 五金备件/门窗五金 付 规格：4寸 4寸插销 4寸			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=56；purchase_2024_source_rows=57；draft_sku_id=SKU-DRAFT-000056	缺失规格：材质；整理依据：材质缺失，会影响插销 SKU 区分；导入口径：do_not_import_missing_specs；重分类：五金备件/门窗五金 -> 清洁办公后勤/门窗五金；分类置信度：high；不锈钢插销是门窗五金，旧五金备件过宽。	2026-07-03
SPARE-000005	合页	材质：不锈钢；规格：4寸；特征：加厚		清洁办公后勤/门窗五金	付			4寸不锈钢加厚合页	SPARE-000005 合页 五金备件/门窗五金 付 材质：不锈钢 规格：4寸 特征：加厚 4寸不锈钢加厚合页 不锈钢 4寸 加厚			active	standard	auto_select_allowed	purchase_2024_candidate_rows=57；purchase_2024_source_rows=58；draft_sku_id=SKU-DRAFT-000057	导入口径：import_ready；重分类：五金备件/门窗五金 -> 清洁办公后勤/门窗五金；分类置信度：high；合页属门窗五金，旧五金口径需归并。	2026-07-03
HW-LOCK-000003	抽锁	材质：不锈钢；规格：5寸		清洁办公后勤/门窗五金	个			5寸不锈钢抽锁	HW-LOCK-000003 抽锁 五金备件/锁具 个 材质：不锈钢 规格：5寸 5寸不锈钢抽锁 不锈钢 5寸			active	standard	auto_select_allowed	purchase_2024_candidate_rows=58；purchase_2024_source_rows=59；draft_sku_id=SKU-DRAFT-000058	导入口径：import_ready；重分类：五金备件/锁具 -> 清洁办公后勤/门窗五金；分类置信度：high；抽锁属门窗锁具五金。	2026-07-03
TOOL-000005	扫把	材质：塑料		清洁办公后勤/清洁工具	个			塑料扫把	TOOL-000005 扫把 清洁用品/清洁工具 个 材质：塑料 塑料扫把 塑料			active	standard	auto_select_allowed	purchase_2024_candidate_rows=59；purchase_2024_source_rows=60；draft_sku_id=SKU-DRAFT-000059	导入口径：import_ready；重分类：清洁用品/清洁工具 -> 清洁办公后勤/清洁工具；分类置信度：high；扫把是清洁工具，材质规格不拆分。	2026-07-03
HW-LOCK-000004	挂锁	材质：不锈钢；规格：40		清洁办公后勤/门窗五金	个			40不锈钢挂锁	HW-LOCK-000004 挂锁 五金备件/锁具 个 材质：不锈钢 规格：40 40不锈钢挂锁 不锈钢 40			active	standard	auto_select_allowed	purchase_2024_candidate_rows=60；purchase_2024_source_rows=61；draft_sku_id=SKU-DRAFT-000060	导入口径：import_ready；重分类：五金备件/锁具 -> 清洁办公后勤/门窗五金；分类置信度：high；挂锁属门窗锁具五金，旧五金口径需归并。	2026-07-03
TOOL-000006	扫把	材质/类型：高粱		清洁办公后勤/清洁工具	把			高粱扫把	TOOL-000006 扫把 清洁用品/清洁工具 把 材质/类型：高粱 高粱扫把 高粱			active	standard	auto_select_allowed	purchase_2024_candidate_rows=61；purchase_2024_source_rows=62；draft_sku_id=SKU-DRAFT-000061	导入口径：import_ready；重分类：清洁用品/清洁工具 -> 清洁办公后勤/清洁工具；分类置信度：high；扫把是清洁工具，材质规格不拆分。	2026-07-03
CONST-000003	地板胶	材质：PVC；特征：加厚		建筑材料/装饰材料	平方			加厚PVC地板胶	CONST-000003 地板胶 装修材料/地面材料 平方 材质：PVC 特征：加厚 加厚PVC地板胶 PVC 加厚			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=62；purchase_2024_source_rows=63；draft_sku_id=SKU-DRAFT-000062	缺失规格：厚度；整理依据：厚度缺失，会影响 PVC 地板胶 SKU 区分；导入口径：do_not_import_missing_specs；重分类：装修材料/地面材料 -> 建筑材料/装饰材料；分类置信度：high；PVC地板胶是地面装饰材料，不是胶粘剂。	2026-07-03
MAT-000004	墙布	特征：厚、环保		建筑材料/装饰材料	平方			厚环保墙布	MAT-000004 墙布 装修材料/墙面材料 平方 特征：厚、环保 厚环保墙布 厚、环保			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=63；purchase_2024_source_rows=64；draft_sku_id=SKU-DRAFT-000063	缺失规格：材质；整理依据：材质、花色缺失，会影响墙布 SKU 区分；导入口径：do_not_import_missing_specs；重分类：装修材料/墙面材料 -> 建筑材料/装饰材料；分类置信度：high；墙布是墙面装饰材料。	2026-07-03
ADMIN-000003	水壶	材质：不锈钢；容量：6.5升		清洁办公后勤/生活用品	个			6.5升不锈钢水壶	ADMIN-000003 水壶 办公生活用品/小电器 个 材质：不锈钢 容量：6.5升 6.5升不锈钢水壶 不锈钢 6.5升			active	standard	auto_select_allowed	purchase_2024_candidate_rows=64；purchase_2024_source_rows=65；draft_sku_id=SKU-DRAFT-000064	导入口径：import_ready；重分类：办公生活用品/小电器 -> 清洁办公后勤/生活用品；分类置信度：high；不锈钢水壶是后勤生活用品。	2026-07-03
TOOL-000007	电钻	动力：锂电池		电动气动工具/电动工具	台			锂电池电钻	TOOL-000007 电钻 工具器具/电动工具 台 动力：锂电池 锂电池电钻 锂电池			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=65；purchase_2024_source_rows=66；draft_sku_id=SKU-DRAFT-000065	缺失规格：品牌；电压；整理依据：品牌、电压缺失，会影响锂电池电钻 SKU 区分；导入口径：do_not_import_missing_specs；重分类：工具器具/电动工具 -> 电动气动工具/电动工具；分类置信度：high；电钻为电动工具整机。	2026-07-03
ADMIN-000004	水桶	规格：未注明		包装覆盖周转/周转容器	个			水桶	ADMIN-000004 水桶 办公生活用品/容器 个 规格：未注明 未注明			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=66；purchase_2024_source_rows=67；draft_sku_id=SKU-DRAFT-000066	缺失规格：容量；整理依据：容量缺失，无法区分不同水桶 SKU；导入口径：do_not_import_missing_specs；重分类：办公生活用品/容器 -> 包装覆盖周转/周转容器；分类置信度：medium；小水桶与1T不锈钢支架水桶差异大，应拆分容器规格用途。；分类拆分待复核：按容量/材质/用途拆分；小水桶与1T不锈钢支架水桶差异大，应拆分容器规格用途。	2026-07-03
MAT-000005	水龙头花洒套装	组合：水龙头+花洒		管材管件阀门/水暖五金	套			水龙头花洒	MAT-000005 水龙头花洒套装 工程材料/水暖五金 套 组合：水龙头+花洒 水龙头花洒 水龙头+花洒			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=67;216；purchase_2024_source_rows=68;217；draft_sku_id=SKU-DRAFT-000067	缺失规格：规格；材质；整理依据：材质、接口规格缺失，会影响套装 SKU 区分；输入提示称与其他行同物料，未在本批合并；材质、接口规格缺失，会影响套装SKU区分；输入单位为个，按套装规范为套，需与同物料统一；导入口径：do_not_import_missing_specs；重分类：工程材料/水暖五金 -> 管材管件阀门/水暖五金；分类置信度：high；水龙头花洒组合属水暖五金套装。	2026-07-03
SPARE-000006	闭门器	规格：大		清洁办公后勤/门窗五金	套			闭门器大	SPARE-000006 闭门器 五金备件/门窗五金 套 规格：大 闭门器大 大			candidate	usable	confirm_before_use	purchase_2024_candidate_rows=68；purchase_2024_source_rows=69；draft_sku_id=SKU-DRAFT-000068	缺失规格：型号；整理依据：适用门重、型号缺失，需后续确认；导入口径：confirm_then_import；重分类：五金备件/门窗五金 -> 清洁办公后勤/门窗五金；分类置信度：high；闭门器属于门窗五金。	2026-07-03
SPARE-000007	插销	材质：不锈钢		清洁办公后勤/门窗五金	套			不锈钢插销	SPARE-000007 插销 五金备件/门窗五金 套 材质：不锈钢 不锈钢插销 不锈钢			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=69；purchase_2024_source_rows=70；draft_sku_id=SKU-DRAFT-000069	缺失规格：尺寸；整理依据：尺寸缺失；输入提示称同名物料存在单位差异，需统一单位；导入口径：do_not_import_missing_specs；重分类：五金备件/门窗五金 -> 清洁办公后勤/门窗五金；分类置信度：high；不锈钢插销是门窗五金，旧五金备件过宽。	2026-07-03
MAT-000006	水龙头	规格：未注明		管材管件阀门/水暖五金	个			水龙头	MAT-000006 水龙头 工程材料/水暖五金 个 规格：未注明 未注明			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=70；purchase_2024_source_rows=71；draft_sku_id=SKU-DRAFT-000070	缺失规格：材质；整理依据：材质、接口规格缺失，无法区分不同水龙头 SKU；导入口径：do_not_import_missing_specs；重分类：工程材料/水暖五金 -> 管材管件阀门/水暖五金；分类置信度：high；水龙头属于水暖五金。	2026-07-03
ELEC-000023	空调插座	品牌：公牛；电流：16A；用途：空调		电气电料/插头插座	个			公牛16A空调插座；16A公牛空调插座	ELEC-000023 空调插座 电气材料/插头插座 个 品牌：公牛 电流：16A 用途：空调 公牛16A空调插座 16A公牛空调插座 公牛 16A 空调	公牛		candidate	usable	confirm_before_use	purchase_2024_candidate_rows=71；purchase_2024_source_rows=72；draft_sku_id=SKU-DRAFT-000071	缺失规格：型号；整理依据：明装/暗装未说明，需后续确认；输入提示称与其他行同物料，未在本批合并；导入口径：confirm_then_import；重分类：电气材料/插头插座 -> 电气电料/插头插座；分类置信度：high；空调插座属于插头插座类电气材料。	2026-07-03
ELEC-000024	插排	品牌：公牛；线长：3米；孔位：8孔		电气电料/插头插座	个			公牛插座3米*8孔	ELEC-000024 插排 电气材料/插头插座 个 品牌：公牛 线长：3米 孔位：8孔 公牛插座3米*8孔 公牛 3米 8孔	公牛		active	standard	auto_select_allowed	purchase_2024_candidate_rows=72；purchase_2024_source_rows=73；draft_sku_id=SKU-DRAFT-000072	导入口径：import_ready；重分类：电气材料/插头插座 -> 电气电料/插头插座；分类置信度：high；公牛多孔插排属于插头插座类。	2026-07-03
ELEC-000025	启辉器	类型：启辉器		电气电料/照明灯具	个			启辉器	ELEC-000025 启辉器 电气材料/照明配件 个 类型：启辉器			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=73；purchase_2024_source_rows=74；draft_sku_id=SKU-DRAFT-000073	缺失规格：规格；整理依据：适配灯管规格缺失，无法区分不同启辉器 SKU；导入口径：do_not_import_missing_specs；重分类：电气材料/照明配件 -> 电气电料/照明灯具；分类置信度：high；启辉器是照明灯具配件。	2026-07-03
ELEC-000026	灯头	接口：螺口		电气电料/照明灯具	个			螺口灯头	ELEC-000026 灯头 电气材料/照明配件 个 接口：螺口 螺口灯头 螺口			candidate	needs_review	clarify_specs_before_use	purchase_2024_candidate_rows=74；purchase_2024_source_rows=75；draft_sku_id=SKU-DRAFT-000074	缺失规格：规格；整理依据：E27/E14 等接口规格缺失，无法区分不同螺口灯头 SKU；导入口径：do_not_import_missing_specs；重分类：电气材料/照明配件 -> 电气电料/照明灯具；分类置信度：high；灯头为照明灯具配件。	2026-07-03
