item_code	source_item_codes	merged_count	item_name	sku_name	required_specs	item_group	top_group	sub_group	material_family	unit	estimated_rate	currency	price_basis	default_fill_basis	aliases	brand	model	original_item_name	original_sku_name	original_required_specs	original_unit	updated_at
CHEM-000007	CHEM-000007	1	调和漆	调和漆 铁红 1kg/桶	颜色：铁红；容量：1kg/桶	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	46.67	CNY	按1桶1kg估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	铁红调和漆；铁红油漆；调和漆			调和漆	调和漆 铁红	颜色：铁红；容量：1kg	桶	2026-07-08
CHEM-000008	CHEM-000008	1	调和漆	调和漆 白色 1kg/桶	颜色：白色；容量：1kg/桶	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	58.33	CNY	按1桶1kg估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	白色调和油漆；调和油漆；白色调和漆；调和漆			调和漆	调和漆 白色	颜色：白色；容量：1kg	桶	2026-07-08
CHEM-000009	CHEM-000009	1	自喷漆	三和 黄色自喷漆 400ml	颜色：黄色；容量：400ml	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	28.00	CNY	按每瓶12元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	容量按常见400ml补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	三和黄色喷漆；喷漆	三和		自喷漆	自喷漆 黄色	颜色：黄色；容量：400ml	瓶	2026-07-08
CHEM-000010	CHEM-000010	1	自喷漆	三和 天蓝色自喷漆 400ml	颜色：天蓝色；容量：400ml	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	28.00	CNY	按每瓶12元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	容量按常见400ml补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	三和天蓝色喷漆；喷漆；天蓝色自喷漆；自喷漆	三和		自喷漆	自喷漆 天蓝色	颜色：天蓝色；容量：400ml	瓶	2026-07-08
CHEM-000011	CHEM-000011	1	防锈漆	防锈漆 铁红 18KG/桶	颜色：铁红；包装：18KG/桶	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	350.00	CNY	按1桶18KG估价，无品牌；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	容量按常见采购规格18KG/桶补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	铁红防锈漆；防锈漆			防锈漆	防锈漆 铁红	颜色：铁红	桶	2026-07-08
CHEM-000012	CHEM-000012	1	松香水	松香水 12KG/桶	包装：12KG/桶	化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	桶	104.80	CNY	按1桶12KG估价；按物料族“清洗脱漆剂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.3100；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	松香水；松香水12KG			松香水	松香水 12KG	包装：12KG	桶	2026-07-08
CHEM-000014	CHEM-000014	1	黄油嘴接头	黄油嘴接头 M10×1 不锈钢	材质：不锈钢；螺纹规格：M10×1	设备备件/润滑配件	设备备件	润滑配件	润滑配件	个	1.29	CNY	按1个估价；按物料族“润滑配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.1607；金额按四舍五入保留两位小数。	无需补齐	不锈钢黄油嘴接头			黄油嘴接头	黄油嘴接头 M10×1 不锈钢	材质：不锈钢；螺纹规格：M10×1	个	2026-07-08
CHEM-000015	CHEM-000015	1	黄油嘴弯头	黄油嘴弯头 90° R1/4 不锈钢	材质：不锈钢；螺纹规格：R1/4；角度：90°	设备备件/润滑配件	设备备件	润滑配件	润滑配件	个	1.61	CNY	按1个估价；按物料族“润滑配件”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=0.1607；金额按四舍五入保留两位小数。	无需补齐	不锈钢黄油嘴弯头			黄油嘴弯头	黄油嘴弯头 90° R1/4	材质：不锈钢；螺纹规格：R1/4；角度：90°	个	2026-07-08
CHEM-000017	CHEM-000017	1	自喷漆	三和 灰色自喷漆 400ml	颜色：灰色；容量：400ml	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	28.00	CNY	按每瓶12元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	容量按常见400ml补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	灰色三和喷漆；自喷漆；三和灰色喷漆；三和灰色自喷漆	三和		自喷漆	自喷漆 灰色	颜色：灰色；容量：400ml	瓶	2026-07-08
CHEM-000018	CHEM-000018	1	自喷漆	三和 黑色自喷漆 400ml	颜色：黑色；容量：400ml	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	28.00	CNY	按每瓶12元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	容量按常见400ml补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	黑色三和喷漆；自喷漆；黑色自喷漆	三和		自喷漆	自喷漆 黑色	颜色：黑色；容量：400ml	瓶	2026-07-08
CHEM-000019	CHEM-000019	1	脱漆剂	脱漆剂 1L/瓶	容量：1L/瓶	化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	32.75	CNY	按1瓶1L估价；按物料族“清洗脱漆剂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.3100；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	高效脱漆剂；脱漆剂			脱漆剂	脱漆剂 1L	容量：1L	瓶	2026-07-08
CHEM-000020	CHEM-000020	1	电气清洗剂	电气清洗剂 1KG/瓶	适用对象：电力设备；包装：1KG/瓶	化工胶粘涂料/清洗脱漆剂	化工胶粘涂料	清洗脱漆剂	清洗脱漆剂	瓶	39.30	CNY	按1瓶1KG估价；按物料族“清洗脱漆剂”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=1.3100；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	电力清洗剂			电气清洗剂	电气清洗剂 1KG	适用对象：电力设备；包装：1KG	KG	2026-07-08
CHEM-000021	CHEM-000021	1	黄油泵	黄油泵 8L 4出口	容量：8L；出口数：4出口；驱动：电动；电压：220V	施工机具设备/泵油润滑设备	施工机具设备	泵油润滑设备	泵油润滑设备	台	1600.05	CNY	按台估价；按物料族“泵油润滑设备”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=1.0667；金额按四舍五入保留两位小数。	补充电压常见规格	8升4出口多点黄油泵；多点黄油泵；自动电动油脂泵；电动油脂泵			黄油泵	黄油泵 8L 4出口	容量：8L；出口数：4出口；驱动：电动	台	2026-07-08
CHEM-000022	CHEM-000022	1	AB胶	AB胶 50ml/套	容量：50ml/套；包装数量：1套	化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	套	15.00	CNY	按1套50ml估价；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	卡夹特AB胶；AB胶；三和AB胶	卡夹特；三和		AB胶	AB胶 50ml	规格/容量：50ml	套	2026-07-08
CHEM-000023	CHEM-000023	1	调和漆	调和漆 黄色 1kg/桶	颜色：黄色；容量：1kg/桶	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	58.33	CNY	按1桶1kg估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	黄色调和漆；调和漆			调和漆	调和漆 黄色	颜色：黄色；容量：1kg	桶	2026-07-08
CHEM-000025	CHEM-000025	1	玻璃胶	玻璃胶 白色 300ml 中性	颜色：白色；容量：300ml；固化方式：中性	化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	18.00	CNY	按支计价，每支300ml，12元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	无需补齐	白色玻璃胶；玻璃胶			玻璃胶	玻璃胶 白色 300ml	颜色：白色；容量：300ml；固化方式：中性	支	2026-07-08
CHEM-000026	CHEM-000026	1	密封胶	密封胶 588 300ml	型号：588；容量：300ml	化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	支	12.00	CNY	按支计价，每支300ml，8元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	补齐容量300ml为常见规格	588胶；588密封胶		588	密封胶	密封胶 588	型号：588	支	2026-07-08
CHEM-000027	CHEM-000027	1	双面胶带	双面胶带 10mm*30m 通用型	宽度：10mm；长度：30m；类型：通用型	化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	卷	15.00	CNY	按卷计价，每卷10元；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	补齐宽度10mm，长度30m为常见采购规格	双面胶			双面胶带	双面胶带 通用型	规格：通用	卷	2026-07-08
CHEM-000028	CHEM-000028	1	固化剂	固化剂 地坪面漆	配套体系：地坪漆；配套层次：面漆	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	千克	70.00	CNY	按每千克30元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	地坪漆面漆固化剂			固化剂	固化剂 面漆	配套体系：地坪漆；配套层次：面漆	KG	2026-07-08
CHEM-000029	CHEM-000029	1	底漆	好地坪漆 地坪底漆 20KG	包装：20KG；配套体系：地坪漆	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	419.99	CNY	按每桶180元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	好地坪漆底漆；地坪漆底漆；好地坪漆底漆20KG	好地坪漆		底漆	底漆 20KG	包装：20KG；配套体系：地坪漆	桶	2026-07-08
CHEM-000030	CHEM-000030	1	固化剂	固化剂 地坪底漆	配套体系：地坪漆；配套层次：底漆	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	千克	70.00	CNY	按每千克30元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	地坪漆底漆固化剂			固化剂	固化剂 底漆	配套体系：地坪漆；配套层次：底漆	KG	2026-07-08
CHEM-000031	CHEM-000031	1	美纹纸胶带	美纹纸胶带 5cm 黄色	宽度：5cm；颜色：黄色	包装覆盖周转/胶带标签	包装覆盖周转	胶带标签	胶带标签	米	1.20	CNY	按每米2元估价；按物料族“胶带标签”抽样复核中位数调整；样本数=1；可靠性=low；调整系数=0.6000；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	黄色美纹纸5CM；美纹纸			美纹纸胶带	美纹纸胶带 5cm 黄色	宽度：5cm；颜色：黄色	米	2026-07-08
CHEM-000032	CHEM-000032	1	墙面漆	立邦 外墙乳胶漆 18L	用途：外墙；包装容量：18L	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	桶	583.33	CNY	按每桶250元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	包装容量按常见18L补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	立邦外墙漆；外墙漆	立邦		墙面漆	墙面漆 外墙	用途：外墙	桶	2026-07-08
CHEM-000034	CHEM-000034	1	自喷漆	三和 翠绿色自喷漆 400ml	颜色：翠绿色；容量：400ml	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	28.00	CNY	按每瓶12元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	容量按常见400ml补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	三和喷漆翠绿色；自喷漆	三和		自喷漆	自喷漆 翠绿色	颜色：翠绿色；容量：400ml	瓶	2026-07-08
CHEM-000035	CHEM-000035	1	自喷漆	自喷漆 中黄 400ml	颜色：中黄；容量：400ml	化工胶粘涂料/油漆涂料	化工胶粘涂料	油漆涂料	油漆涂料	瓶	23.33	CNY	按每瓶10元估价；按物料族“油漆涂料”抽样复核中位数调整；样本数=4；可靠性=medium；调整系数=2.3333；金额按四舍五入保留两位小数。	容量按常见400ml补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。	中黄色喷漆；自喷漆；中黄自喷漆			自喷漆	自喷漆 中黄	颜色：中黄；容量：400ml	瓶	2026-07-08
CHEM-000036	CHEM-000036	1	万能胶	万能胶 1L/桶	容量：1L/桶	化工胶粘涂料/胶粘密封	化工胶粘涂料	胶粘密封	胶粘密封	桶	37.50	CNY	按1桶1L估价；按物料族“胶粘密封”抽样复核中位数调整；样本数=3；可靠性=medium；调整系数=1.5000；金额按四舍五入保留两位小数。	无需补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。				万能胶	万能胶 1L	容量：1L	桶	2026-07-08
CHEM-000037	CHEM-000037	1	齿轮油	齿轮油 HL-20 20L/桶	型号：HL-20；包装：20L/桶	化工胶粘涂料/润滑防锈	化工胶粘涂料	润滑防锈	润滑油	桶	622.50	CNY	按1桶20L估价；按物料族“润滑油”抽样复核中位数调整；样本数=2；可靠性=low；调整系数=3.1125；金额按四舍五入保留两位小数。	包装按常见20L桶补齐；层级字段锁定：物料名称/分组取自 release_v0_3，DeepSeek 仅补SKU、规格、单位和测试价。；润滑防锈人工治理：区分润滑油、润滑脂、防锈除锈和干性润滑剂，避免使用泛称“润滑剂”。	HL-20齿轮油；齿轮油			齿轮油	齿轮油 HL-20	型号：HL-20	升	2026-07-08
